state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
"New Hampshire",190788,55617,55509,108,2019,12,2017,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Hawaii,331897,117661,22426,95235,2018,8,2017,1,
Georgia,1834418,,,,2018,8,2017,2,
"North Dakota",92901,21003,19973,1030,2018,8,2017,1,"Awaiting state reporting/enrollment reasonableness review in progress"
Wisconsin,1185637,,,,2018,8,2017,6,
Maine,259215,,,,2018,8,2017,5,
Kansas,360250,,,,2019,12,2017,10,
Alabama,1016805,,,,2018,8,2017,4,
Utah,299983,,,,2019,12,2017,11,
Colorado,1343979,449591,447272,2319,2018,8,2017,1,
Oklahoma,674517,,,,2018,8,2017,7,
Oregon,1012482,484430,402492,81938,2018,8,2017,5,
Indiana,1339952,434696,297985,136711,2018,8,2017,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Hawaii,332142,118388,22452,95936,2018,8,2017,3,
Washington,1806920,589011,576183,12828,2019,12,2017,12,
Oregon,1006512,482718,401762,80956,2018,8,2017,1,
Oklahoma,660002,,,,2018,8,2017,9,
Nevada,602985,210296,210296,0,2018,8,2017,1,
"South Carolina",1253312,,,,2018,8,2017,4,
"North Carolina",2138629,,,,2019,12,2017,11,
"N. Mariana Islands",15472,,,,2018,8,2017,1,
"N. Mariana Islands",15472,,,,2018,8,2017,2,
Mississippi,706954,,,,2019,12,2017,11,
Connecticut,892772,228807,201712,27095,2018,8,2017,5,
"American Samoa",41214,,,,2018,8,2017,4,
"Puerto Rico",1242573,371707,,371707,2019,12,2017,11,
Washington,1810652,589136,575705,13431,2018,8,2017,8,
Vermont,177019,58001,0,58001,2018,8,2017,9,
Missouri,984161,,,,2018,8,2017,2,
Mississippi,712340,,,,2018,8,2017,4,
"Rhode Island",312665,71865,71865,0,2018,8,2017,7,
Washington,1796681,578955,566002,12953,2019,12,2017,11,
Massachusetts,1802915,359689,0,359689,2019,12,2017,12,
Delaware,207397,61693,11054,50639,2018,8,2017,3,
Maryland,1213844,305431,305431,0,2018,8,2017,6,
"New York",6122947,3496309,512903,2983406,2018,8,2017,4,
Louisiana,1634225,453125,453125,0,2019,12,2017,10,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
"Rhode Island",310436,70040,70040,0,2019,12,2017,10,
"South Carolina",1254850,,,,2019,12,2017,10,
"Puerto Rico",1232367,363793,,363793,2018,8,2017,9,
Colorado,1319016,420159,417818,2341,2019,12,2017,10,
"North Carolina",2090132,,,,2018,8,2017,5,
California,13029158,3782589,3782589,0,2019,12,2017,12,
"South Carolina",1239246,,,,2018,8,2017,7,
Georgia,1948557,,,,2019,12,2017,11,
Alaska,185347,36743,36636,107,2018,8,2017,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,606382,155361,143427,11934,2018,8,2017,1,
Alaska,183139,35283,35169,114,2018,8,2017,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Alaska,178640,33463,33347,116,2018,8,2017,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oklahoma,666997,,,,2019,12,2017,10,
"New Jersey",1702660,571346,571346,0,2019,12,2017,12,
"New Hampshire",190114,54900,54793,107,2018,8,2017,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Rhode Island",303656,68581,68581,0,2018,8,2017,3,
Illinois,2858410,679047,637932,41115,2018,8,2017,7,
"South Dakota",106038,,,,2018,8,2017,7,
Maryland,1222920,310970,310970,0,2019,12,2017,12,
Maine,258894,,,,2018,8,2017,2,
Florida,3977023,,,,2019,12,2017,12,
Alaska,193922,41044,41020,24,2019,12,2017,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Ohio,3051842,645730,645366,364,2019,12,2017,10,
Washington,1852441,622303,608182,14121,2018,8,2017,1,
Missouri,988508,,,,2018,8,2017,4,
"Puerto Rico",1220298,356266,,356266,2018,8,2017,8,
Michigan,2399513,678749,629385,49364,2018,8,2017,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Missouri,967264,,,,2019,12,2017,12,
Mississippi,700714,,,,2019,12,2017,12,
Wisconsin,1187842,,,,2018,8,2017,7,
Colorado,1365940,446562,444246,2316,2018,8,2017,6,
Alaska,185079,36503,36375,128,2018,8,2017,5,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Connecticut,895348,228302,203302,25000,2018,8,2017,4,
Nebraska,239676,,,,2018,8,2017,2,
"South Carolina",1247825,,,,2018,8,2017,5,
Pennsylvania,2727573,790906,750271,40635,2019,12,2017,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Louisiana,1636026,445779,445779,0,2018,8,2017,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Utah,297094,,,,2018,8,2017,9,
Mississippi,705935,,,,2019,12,2017,10,
Missouri,976896,,,,2018,8,2017,8,
Missouri,975247,,,,2018,8,2017,6,
Ohio,3031133,648292,647927,365,2019,12,2017,12,
Vermont,185904,59458,0,59458,2018,8,2017,1,
Michigan,2104606,678977,626329,52648,2018,8,2017,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Indiana,1362344,447335,322660,124675,2018,8,2017,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,3026579,669717,634118,35599,2018,8,2017,9,
"Puerto Rico",1236750,367032,,367032,2019,12,2017,10,
Kentucky,1330149,471406,471406,0,2018,8,2017,2,
Michigan,1619071,687185,632736,54449,2018,8,2017,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Delaware,206792,60730,10537,50193,2018,8,2017,6,
Alabama,1018034,,,,2018,8,2017,9,
Texas,4316536,,,,2018,8,2017,5,
Alabama,1017416,,,,2018,8,2017,6,
Idaho,315986,,,,2018,8,2017,2,
Arkansas,941843,316682,309174,7508,2018,8,2017,5,
"N. Mariana Islands",935,,,,2019,12,2017,12,
"South Dakota",49826,,,,2019,12,2017,10,
Kansas,368675,,,,2018,8,2017,9,
Vermont,177655,58315,0,58315,2019,12,2017,12,
Louisiana,1625305,429511,429511,0,2018,8,2017,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Guam,36146,3808,,3808,2019,12,2017,10,
Maryland,1213267,305011,305011,0,2018,8,2017,7,
Massachusetts,1765804,365077,0,365077,2018,8,2017,8,
"New York",6141169,1924369,299166,1625203,2019,12,2017,11,
Illinois,2868638,682355,641469,40886,2018,8,2017,6,
"New Jersey",1662258,552376,552376,0,2018,8,2017,8,
Louisiana,1656953,404079,404079,0,2018,8,2017,1,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"New York",6156623,1934959,302811,1632148,2019,12,2017,12,
Kentucky,1326724,471718,471718,0,2018,8,2017,1,
Hawaii,331063,117659,21964,95695,2018,8,2017,5,
Mississippi,713360,,,,2018,8,2017,3,
Vermont,184109,60585,0,60585,2018,8,2017,6,
Massachusetts,1844751,384975,0,384975,2018,8,2017,3,
"South Carolina",1254921,,,,2019,12,2017,11,
Utah,303864,,,,2018,8,2017,5,
Minnesota,1132450,194666,193904,762,2018,8,2017,3,
Wisconsin,1186598,,,,2018,8,2017,8,
Nebraska,240871,,,,2018,8,2017,3,
"West Virginia",558686,177269,177269,0,2018,8,2017,2,
"New Jersey",1710228,576871,576871,0,2018,8,2017,5,
Florida,4014312,,,,2018,8,2017,6,
"North Carolina",2089888,,,,2018,8,2017,4,
"New Mexico",856828,253161,253161,0,2019,12,2017,11,
"West Virginia",561377,178817,178817,0,2018,8,2017,1,
"Virgin Islands",23126,9130,,9130,2019,12,2017,11,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Utah,300664,,,,2019,12,2017,10,
Texas,4309351,,,,2018,8,2017,7,
Nevada,593725,213384,213384,0,2019,12,2017,12,
Indiana,1365298,449466,326294,123172,2019,12,2017,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Indiana,1334047,440391,305309,135082,2018,8,2017,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Idaho,320039,,,,2018,8,2017,5,
"New Hampshire",204759,56751,56514,237,2018,8,2017,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Delaware,207128,61169,10648,50521,2018,8,2017,5,
Arkansas,935505,313381,312915,466,2018,8,2017,7,
Tennessee,1698951,,,,2018,8,2017,1,
Massachusetts,1822777,387944,0,387944,2018,8,2017,5,
"South Dakota",106977,,,,2018,8,2017,4,
Hawaii,331400,117810,22371,95439,2018,8,2017,2,
Nebraska,259498,,,,2018,8,2017,7,
Totals,76766099,15564990,12225145,3339845,2019,12,2017,10,
Nevada,591931,211428,211428,0,2018,8,2017,9,
Texas,4337614,,,,2019,12,2017,10,
Vermont,182296,60016,0,60016,2018,8,2017,7,
Ohio,3084513,717134,655004,62130,2018,8,2017,2,
Virginia,1036711,,,,2018,8,2017,9,
"West Virginia",551159,173487,173487,0,2018,8,2017,7,
Delaware,208121,62505,11357,51148,2018,8,2017,2,
Tennessee,1633794,,,,2018,8,2017,4,
"Puerto Rico",1250067,372142,,372142,2018,8,2017,7,
Louisiana,1632684,442007,442007,0,2018,8,2017,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Missouri,989181,,,,2018,8,2017,1,
"Virgin Islands",23728,4085,,4085,2018,8,2017,6,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Illinois,2836984,672016,630721,41295,2018,8,2017,8,
Hawaii,331187,118412,22220,96192,2018,8,2017,7,
Colorado,1313234,417072,414765,2307,2019,12,2017,11,
Pennsylvania,2725301,795621,754415,41206,2018,8,2017,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Utah,302218,,,,2018,8,2017,6,
"American Samoa",41214,,,,2018,8,2017,3,
"Amer. Samoa",27898,,,,2019,12,2017,10,
Oklahoma,676932,,,,2018,8,2017,1,
"West Virginia",552510,174834,174834,0,2018,8,2017,6,
"North Dakota",92185,20629,19615,1014,2018,8,2017,3,"Awaiting state reporting/enrollment reasonableness review in progress"
Kentucky,1352849,490658,490658,0,2019,12,2017,12,
Maryland,1211102,302629,302629,0,2018,8,2017,3,
Pennsylvania,2852513,798633,755676,42957,2018,8,2017,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Wisconsin,1190959,,,,2018,8,2017,1,
Kansas,375492,,,,2018,8,2017,4,
"New Hampshire",192088,55801,55703,98,2018,8,2017,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Missouri,984536,,,,2018,8,2017,5,
Michigan,1622472,688346,634264,54082,2018,8,2017,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Montana,250333,90373,90373,0,2019,12,2017,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Tennessee,1565013,,,,2018,8,2017,7,
Wisconsin,1193239,,,,2018,8,2017,2,
Kansas,377925,,,,2018,8,2017,2,
Oregon,1017114,486357,403232,83125,2018,8,2017,4,
Nevada,606670,210861,210861,0,2018,8,2017,4,
"District of Columbia",258414,108589,67745,40844,2018,8,2017,6,
"Puerto Rico",1262413,374096,,374096,2018,8,2017,5,
"South Dakota",108597,,,,2018,8,2017,1,
"North Dakota *",92538,20546,19501,1045,2018,8,2017,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Michigan,1595179,674014,622318,51696,2018,8,2017,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Tennessee,1617103,,,,2019,12,2017,12,
"American Samoa",41214,,,,2018,8,2017,7,
Montana,232255,74766,74766,0,2018,8,2017,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"American Samoa",41214,,,,2018,8,2017,9,
"Rhode Island",307483,69927,69927,0,2018,8,2017,4,
Guam,35525,3758,,3758,2019,12,2017,12,
Connecticut,903285,231155,212611,18544,2019,12,2017,10,
"District of Columbia",256190,108353,67808,40545,2018,8,2017,4,
Hawaii,320465,115315,21648,93667,2018,8,2017,9,
Nebraska,243053,,,,2019,12,2017,10,
"North Carolina",2089412,,,,2018,8,2017,1,
Idaho,320603,,,,2019,12,2017,11,
"N. Mariana Islands",15472,,,,2018,8,2017,3,
Michigan,2108819,684516,632632,51884,2018,8,2017,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1331964,471998,471998,0,2018,8,2017,3,
Arizona,1946167,430336,111945,318391,2018,8,2017,1,
"Dist. Of Col.",262665,112445,70508,41937,2019,12,2017,10,
"West Virginia",543138,169193,169193,0,2019,12,2017,12,
Alaska,184692,37204,37089,115,2018,8,2017,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"New York",6118975,3506677,520391,2986286,2018,8,2017,6,
Florida,4081473,,,,2018,8,2017,1,
Wyoming,60654,,,,2018,8,2017,7,
Minnesota,1074134,204682,204245,437,2019,12,2017,12,
Colorado,1362458,447032,444641,2391,2018,8,2017,4,
Arkansas,932778,304973,304647,326,2019,12,2017,11,
Nevada,607542,210960,210960,0,2018,8,2017,6,
Michigan,2437506,689386,627687,61699,2019,12,2017,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Maine,259820,,,,2018,8,2017,1,
Illinois,2880170,709006,635170,73836,2019,12,2017,11,
Florida,3956624,,,,2018,8,2017,9,
Indiana,1331060,443581,316878,126703,2018,8,2017,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Alaska,182900,37144,37036,108,2018,8,2017,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Guam,36048,3669,,3669,2018,8,2017,4,
Wyoming,61952,,,,2018,8,2017,2,
Connecticut,900579,229150,209260,19890,2018,8,2017,2,
Idaho,318329,,,,2018,8,2017,7,
Wyoming,60631,,,,2019,12,2017,10,
Oregon,978021,469310,391462,77848,2018,8,2017,8,
"New Hampshire",193158,56352,56259,93,2018,8,2017,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Maryland,1216142,306266,306266,0,2018,8,2017,8,
Missouri,971341,,,,2019,12,2017,10,
Missouri,972181,,,,2018,8,2017,9,
Nebraska,257895,,,,2018,8,2017,9,
Wyoming,59982,,,,2019,12,2017,12,
Kansas,372124,,,,2018,8,2017,8,
"South Dakota",104708,,,,2019,12,2017,12,
"Virgin Islands",23491,4051,,4051,2018,8,2017,4,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Maine,259420,,,,2018,8,2017,6,
"Rhode Island",300006,67507,67507,0,2018,8,2017,2,
Oklahoma,652699,,,,2019,12,2017,12,
Kentucky,1350028,486042,486042,0,2019,12,2017,11,
"West Virginia",554537,176032,176032,0,2018,8,2017,5,
Idaho,321436,,,,2019,12,2017,10,
"New Mexico",905734,267122,267122,0,2018,8,2017,3,
"New Hampshire",204584,56959,56727,232,2018,8,2017,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Illinois,2909386,743795,644400,99395,2019,12,2017,12,
Iowa,593691,151003,139366,11637,2018,8,2017,7,
"New Jersey",1719939,580168,580168,0,2018,8,2017,1,
Florida,4071124,,,,2018,8,2017,4,
Montana,239674,81185,81185,0,2018,8,2017,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Alabama,1019035,,,,2019,12,2017,11,
"Rhode Island",311278,70681,70681,0,2018,8,2017,8,
Montana,227460,73765,73765,0,2018,8,2017,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Carolina",1245292,,,,2018,8,2017,6,
Washington,1835360,613450,599650,13800,2018,8,2017,3,
"North Dakota",91198,20377,19384,993,2018,8,2017,2,"Awaiting state reporting/enrollment reasonableness review in progress"
Illinois,2911317,700713,663496,37217,2018,8,2017,1,
Minnesota,1083265,205637,204761,876,2018,8,2017,8,
"District of Columbia",255046,108363,68056,40307,2018,8,2017,3,
Kansas,362057,,,,2019,12,2017,11,
