state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
"South Dakota",108352,,,,2017,9,2016,1,
"South Carolina",1260460,,,,2018,8,2016,11,
Oregon,1037336,507734,428525,79209,2017,9,2016,8,
"North Carolina",2044377,,,,2017,9,2016,6,
Wisconsin,1190364,,,,2017,9,2016,9,
"Puerto Rico",1305761,397929,,397929,2017,9,2016,1,
Louisiana,1593231,342075,342075,0,2018,8,2016,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Nevada,590443,203292,203292,,2017,9,2016,2,
Montana,204275,48911,48911,,2017,9,2016,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"New York",6113605,1894472,267908,1626564,2017,9,2016,6,
"Rhode Island",279786,59908,59908,,2017,9,2016,2,
Colorado,1321725,425513,423462,2051,2017,9,2016,3,
Montana,206780,51033,51033,,2017,9,2016,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Washington,1821923,599159,584484,14675,2017,9,2016,8,
Tennessee,1683976,,,,2017,9,2016,2,
"Virgin Islands",23349,3933,,3933,2018,8,2016,12,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Minnesota,1154754,192814,192106,708,2017,9,2016,2,
Maine,265229,,,,2017,9,2016,7,
Kentucky,1281542,443200,443200,,2017,9,2016,3,
Ohio,3088522,705583,650881,54702,2017,9,2016,6,
Kansas,402675,,,,2018,8,2016,11,
Delaware,203039,59909,11033,48876,2017,9,2016,8,
Texas,4301381,,,,2017,9,2016,4,
Tennessee,1711583,,,,2018,8,2016,12,
Delaware,214229,64000,10348,53652,2017,9,2016,1,
Guam,35817,3209,,3209,2017,9,2016,5,
"New York",6093846,1849729,277645,1572084,2018,8,2016,11,
"North Dakota",93005,21325,20343,982,2017,9,2016,4,"Awaiting state reporting/enrollment reasonableness review in progress"
"South Carolina",1240322,,,,2017,9,2016,8,
Utah,333637,,,,2017,9,2016,6,
"South Carolina",1220449,,,,2017,9,2016,9,
Pennsylvania,2774933,733740,690610,43130,2017,9,2016,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,922183,279822,268220,11602,2017,9,2016,2,
Oklahoma,675243,,,,2018,8,2016,10,
Maine,271090,,,,2017,9,2016,1,
"New Mexico",876721,259537,259537,0,2018,8,2016,12,
Wyoming,64442,,,,2017,9,2016,6,
Mississippi,729741,,,,2017,9,2016,3,
Pennsylvania,2809248,761093,718206,42887,2018,8,2016,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"New York",6157860,1939432,264858,1674574,2017,9,2016,2,
Tennessee,1722255,,,,2018,8,2016,11,
Pennsylvania,2747937,711559,669312,42247,2017,9,2016,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"West Virginia",566846,179772,179772,,2017,9,2016,9,
"West Virginia",562289,177700,177700,,2017,9,2016,4,
Arizona,1896449,416067,107724,308343,2017,9,2016,7,
Michigan,2299755,618052,575158,42894,2017,9,2016,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Puerto Rico",1276293,382155,,382155,2017,9,2016,8,
Connecticut,856088,207625,193773,13852,2017,9,2016,3,
"Rhode Island",280780,59277,59277,,2017,9,2016,5,
Nevada,600135,205406,205406,0,2018,8,2016,11,
Vermont,206671,65150,,65150,2017,9,2016,5,
Missouri,973681,,,,2017,9,2016,7,
"West Virginia",563844,179981,179981,,2017,9,2016,1,
"South Carolina",1218986,,,,2017,9,2016,4,
Utah,308729,,,,2018,8,2016,12,
Arkansas,874515,296763,286731,10032,2017,9,2016,5,
Texas,4305306,,,,2017,9,2016,5,
California,12040213,3740204,3740204,0,2018,8,2016,11,
Wisconsin,1192345,,,,2017,9,2016,1,
"North Carolina",2058684,,,,2017,9,2016,8,
"American Samoa",40517,,,,2017,9,2016,7,
Massachusetts,1845531,394943,,394943,2017,9,2016,3,
"South Dakota",108493,,,,2017,9,2016,3,
Alaska,159482,23372,23372,,2017,9,2016,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Alabama,1045433,,,,2017,9,2016,3,
Indiana,1310768,407946,255193,152753,2017,9,2016,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,3063334,716815,652606,64209,2018,8,2016,11,
Kentucky,1313246,461950,461950,,2017,9,2016,7,
Massachusetts,1832852,398347,,398347,2017,9,2016,2,
Tennessee,1720737,,,,2017,9,2016,8,
"Virgin Islands",24461,3673,,3673,2017,9,2016,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Pennsylvania,2760614,721069,677904,43165,2017,9,2016,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Oklahoma,675260,,,,2017,9,2016,9,
"West Virginia",568579,179878,179878,,2017,9,2016,8,
Nebraska,238916,,,,2018,8,2016,11,
Colorado,1334903,446092,443907,2185,2017,9,2016,9,
Minnesota,1167555,191145,190449,696,2017,9,2016,7,
Wyoming,62132,,,,2018,8,2016,10,
Tennessee,1714111,,,,2017,9,2016,6,
Indiana,1269041,381631,240294,141337,2017,9,2016,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Oklahoma,662828,,,,2017,9,2016,6,
Virginia,1009417,,,,2018,8,2016,12,
Kentucky,1309819,454964,454964,,2017,9,2016,4,
Guam,35798,3318,,3318,2017,9,2016,7,
Vermont,209104,64106,,64106,2017,9,2016,1,
Colorado,1332134,441880,439591,2289,2018,8,2016,10,
Washington,1813346,594062,579077,14985,2017,9,2016,4,
Delaware,202357,59379,10866,48513,2017,9,2016,7,
Connecticut,887860,216945,201121,15824,2018,8,2016,10,
Indiana,1300171,412718,265820,146898,2017,9,2016,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"District of Columbia",248299,115666,73980,41686,2017,9,2016,3,
Delaware,204018,60472,11356,49116,2018,8,2016,11,
"South Dakota",108865,,,,2017,9,2016,8,
Arizona,1895167,421090,109936,311154,2017,9,2016,6,
Massachusetts,1866143,393026,0,393026,2018,8,2016,11,
Wisconsin,1201683,,,,2017,9,2016,3,
"South Dakota",107583,,,,2018,8,2016,11,
Arkansas,939430,289643,278060,11583,2017,9,2016,3,
Vermont,197274,61671,,61671,2017,9,2016,7,
Colorado,1313386,421111,419022,2089,2017,9,2016,2,
Louisiana,1446997,,,,2017,9,2016,3,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1703208,,,,2017,9,2016,4,
"American Samoa",40517,,,,2017,9,2016,6,
Minnesota,1162770,190769,190016,753,2017,9,2016,8,
"South Carolina",1237402,,,,2017,9,2016,7,
Alabama,1027611,,,,2018,8,2016,12,
"North Dakota",90961,21101,20239,862,2017,9,2016,1,"Awaiting state reporting/enrollment reasonableness review in progress"
Guam,35950,3462,,3462,2018,8,2016,10,
Tennessee,1709818,,,,2017,9,2016,5,
"Virgin Islands",23216,3932,,3932,2018,8,2016,11,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
"New Mexico",849238,239972,239972,,2017,9,2016,1,
Indiana,1310277,424966,278610,146356,2018,8,2016,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Florida,3904262,,,,2017,9,2016,9,
"New Hampshire",203208,54459,54254,205,2018,8,2016,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"New Hampshire",189824,52223,52009,214,2017,9,2016,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Mississippi,727846,,,,2017,9,2016,2,
Oregon,974238,465116,388046,77070,2018,8,2016,12,
"North Dakota *",93588,21018,20006,1012,2018,8,2016,11,"Awaiting state reporting/enrollment reasonableness review in progress"
Iowa,591725,148888,138171,10717,2017,9,2016,6,
"New Mexico",860889,243893,243893,,2017,9,2016,4,
Iowa,596022,149182,138046,11136,2018,8,2016,11,
Arkansas,932058,315281,305012,10269,2017,9,2016,8,
"New Mexico",880266,253385,253385,,2017,9,2016,9,
Ohio,3057625,715888,651038,64850,2018,8,2016,10,
Washington,1824986,601210,586536,14674,2017,9,2016,9,
Wisconsin,1194497,,,,2017,9,2016,6,
Alaska,148321,15987,15987,,2017,9,2016,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Arizona,1904686,425280,112126,313154,2017,9,2016,3,
Wyoming,64072,,,,2017,9,2016,8,
California,13090945,3589191,3589191,0,2017,9,2016,2,"Awaiting state reporting/enrollment reasonableness review in progress"
Alabama,1047141,,,,2017,9,2016,1,
Nevada,590111,202469,202469,,2017,9,2016,4,
"Puerto Rico",1285395,384442,,384442,2017,9,2016,2,
Delaware,201164,59002,10907,48095,2017,9,2016,9,
"North Carolina",2047068,,,,2017,9,2016,7,
Connecticut,854814,215642,200348,15294,2017,9,2016,8,
"Puerto Rico",1279468,387208,,387208,2018,8,2016,12,
Massachusetts,1809757,381933,,381933,2017,9,2016,4,
Colorado,1329076,439981,437801,2180,2017,9,2016,5,
Georgia,1841242,,,,2017,9,2016,1,
"New Hampshire",188754,52947,52740,207,2017,9,2016,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Washington,1815495,594271,579330,14941,2017,9,2016,2,
"New Mexico",866277,247226,247226,,2017,9,2016,6,
"New York",6133485,1903408,266513,1636895,2017,9,2016,5,
Pennsylvania,2800162,753723,710411,43312,2018,8,2016,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Delaware,217499,66730,10752,55978,2017,9,2016,3,
"New Mexico",854248,242379,242379,,2017,9,2016,2,
Florida,4017129,,,,2017,9,2016,5,
Arizona,1948835,431757,111690,320067,2018,8,2016,12,
Virginia,1000014,,,,2017,9,2016,7,
Massachusetts,1863779,387201,0,387201,2018,8,2016,12,
Nebraska,238931,,,,2017,9,2016,9,
Utah,333052,,,,2017,9,2016,8,
Idaho,305341,,,,2017,9,2016,3,
Indiana,1299994,388859,237457,151402,2017,9,2016,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Maine,260705,,,,2018,8,2016,12,
Mississippi,717946,,,,2017,9,2016,9,
Ohio,3148383,711102,652064,59038,2017,9,2016,3,
Alabama,1038991,,,,2017,9,2016,6,
Illinois,2909518,695645,659366,36279,2018,8,2016,12,
Louisiana,1564828,310936,310936,,2017,9,2016,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Totals,76428133,14608480,11135415,3473065,2017,9,2016,2,
Indiana,1281242,396453,255884,140569,2017,9,2016,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"District of Columbia",246564,116133,74261,41872,2017,9,2016,5,
"Puerto Rico",1273245,366563,,366563,2017,9,2016,3,
Georgia,1858054,,,,2017,9,2016,6,
Delaware,202175,59337,11059,48278,2018,8,2016,10,
"South Carolina",1258298,,,,2018,8,2016,12,
"New Hampshire",191425,52606,52403,203,2017,9,2016,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Arizona,1887590,422673,111799,310874,2017,9,2016,2,
Arkansas,956204,326213,316483,9730,2018,8,2016,12,
"West Virginia",567270,181105,181105,0,2018,8,2016,12,
Oklahoma,657308,,,,2017,9,2016,5,
Florida,4054970,,,,2018,8,2016,10,
"American Samoa",41214,,,,2018,8,2016,12,
Oregon,1081639,539411,462640,76771,2017,9,2016,5,
Guam,35646,3007,,3007,2017,9,2016,3,
"American Samoa",40517,,,,2017,9,2016,8,
Wisconsin,1190163,,,,2017,9,2016,7,
Alaska,155865,20399,20399,,2017,9,2016,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Maine,261321,,,,2018,8,2016,11,
Washington,1808128,594840,580229,14611,2017,9,2016,6,
Colorado,1326889,431422,429230,2192,2017,9,2016,4,
"New York",6189551,1962827,268851,1693976,2017,9,2016,1,
"Puerto Rico",1281967,380891,,380891,2017,9,2016,5,
Virginia,999293,,,,2017,9,2016,4,
Indiana,1280295,373789,213509,160280,2017,9,2016,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Maryland,1160792,276970,276970,,2017,9,2016,9,
Connecticut,896525,223612,209700,13912,2018,8,2016,12,
Idaho,317879,,,,2018,8,2016,11,
"New Mexico",855781,243110,243110,,2017,9,2016,3,
Kentucky,1316256,458856,458856,,2017,9,2016,6,
Florida,4036408,,,,2017,9,2016,7,
Florida,4025341,,,,2017,9,2016,2,
Maryland,1082109,241436,241436,,2017,9,2016,2,
Texas,4350896,,,,2017,9,2016,9,
Vermont,186819,59103,0,59103,2018,8,2016,11,
Nevada,595792,202122,202122,,2017,9,2016,8,
Hawaii,324573,112545,32643,79902,2017,9,2016,3,
Idaho,307033,,,,2017,9,2016,6,
"New Jersey",1700883,565703,565703,,2017,9,2016,6,
Georgia,1868383,,,,2017,9,2016,4,
"Rhode Island",279819,59009,59009,,2017,9,2016,1,
Vermont,193629,60872,,60872,2017,9,2016,8,
"N. Mariana Islands",17000,,,,2017,9,2016,7,
"West Virginia",572978,183111,183111,0,2018,8,2016,10,
Connecticut,854100,207443,194112,13331,2017,9,2016,2,
Oklahoma,679311,,,,2018,8,2016,12,
Florida,3917037,,,,2018,8,2016,12,
Wyoming,64167,,,,2017,9,2016,5,
Georgia,1851697,,,,2017,9,2016,7,
"Puerto Rico",1279563,384549,,384549,2018,8,2016,10,
California,11657445,3471695,3471695,0,2017,9,2016,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Illinois,2904354,685435,649830,35605,2018,8,2016,11,
Hawaii,327125,112490,20538,91952,2017,9,2016,9,
Virginia,992848,,,,2017,9,2016,3,
California,13160293,3563448,3563448,0,2017,9,2016,1,"Awaiting state reporting/enrollment reasonableness review in progress"
Nevada,592375,203929,203929,,2017,9,2016,3,
Utah,336140,,,,2017,9,2016,1,
"District of Columbia",245698,115073,73619,41454,2017,9,2016,4,
Virginia,1007768,,,,2018,8,2016,11,
Iowa,591625,148737,138217,10520,2017,9,2016,4,
Florida,3992911,,,,2017,9,2016,3,
"New York",6113753,1864717,276707,1588010,2018,8,2016,10,
Indiana,1332600,419034,257252,161782,2018,8,2016,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Tennessee,1728286,,,,2017,9,2016,7,
Ohio,3103992,704307,650067,54240,2017,9,2016,5,
"N. Mariana Islands",17000,,,,2017,9,2016,9,
Illinois,2959098,690396,662199,28197,2017,9,2016,2,
Virginia,1004477,,,,2018,8,2016,10,
"Virgin Islands",23199,3933,,3933,2018,8,2016,10,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Iowa,591421,148896,138298,10598,2017,9,2016,3,
Washington,1818275,594859,580040,14819,2017,9,2016,1,
Georgia,1859832,,,,2017,9,2016,5,
Nebraska,236852,,,,2017,9,2016,5,
"South Carolina",1235361,,,,2017,9,2016,6,
Utah,309951,,,,2018,8,2016,11,
Wisconsin,1187671,,,,2018,8,2016,11,
"American Samoa",41214,,,,2018,8,2016,11,
California,12403778,3626433,3626433,0,2017,9,2016,7,"Awaiting state reporting/enrollment reasonableness review in progress"
"Virgin Islands",23128,4431,,4431,2017,9,2016,6,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"West Virginia",564992,180466,180466,,2017,9,2016,2,
"Virgin Islands",23851,4162,,4162,2017,9,2016,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kentucky,1317567,466193,466193,0,2018,8,2016,12,
"Virgin Islands",22522,3787,,3787,2017,9,2016,9,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Vermont,210113,65525,,65525,2017,9,2016,3,
Tennessee,1676193,,,,2017,9,2016,1,
Missouri,979730,,,,2017,9,2016,8,
Hawaii,328556,113447,20772,92675,2018,8,2016,10,
Oklahoma,666186,,,,2017,9,2016,2,
Idaho,310433,,,,2017,9,2016,8,
Georgia,1872101,,,,2017,9,2016,2,
Michigan,2332060,640512,594431,46081,2018,8,2016,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"New Hampshire",190008,51311,51078,233,2017,9,2016,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Tennessee,1717123,,,,2017,9,2016,9,
