state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
Vermont,191228,43953,0,43953,2016,12,2014,3,
"South Carolina",1142307,,,,2016,12,2014,7,
Michigan,2110296,439360,408397,30963,2016,12,2014,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Illinois,2971093,524572,513972,10600,2016,12,2014,9,
"South Dakota",108728,,,,2016,12,2014,4,
Mississippi,662433,,,,2016,12,2014,3,
Arizona,1422774,152509,17428,135081,2016,12,2014,1,
Alabama,1047882,,,,2016,12,2014,10,
Totals,74025130,10042848,7502832,2540016,2016,12,2014,10,
California,14099073,2455391,2455391,0,2016,12,2014,11,"Awaiting state reporting/enrollment reasonableness review in progress"
Washington,1465041,291726,274316,17410,2016,12,2014,2,
Maryland,1136864,217282,217282,0,2016,12,2014,12,
"American Samoa",36726,,,,2016,12,2014,6,
Connecticut,699811,111020,111020,0,2016,12,2014,1,
Totals,71453904,8297131,6077310,2219821,2016,12,2014,5,
Connecticut,693075,127676,127676,0,2016,12,2014,3,
Connecticut,836486,171022,161289,9733,2016,12,2014,8,
Montana,148222,,,,2016,12,2014,2,
Oregon,965191,421997,339961,82036,2016,12,2014,6,
"New Mexico",720715,162559,162559,0,2016,12,2014,8,
Hawaii,291156,77541,44348,33193,2016,12,2014,5,
Colorado,1047466,245466,244068,1398,2016,12,2014,6,
Nevada,349578,28414,28414,0,2016,12,2014,1,
"New Jersey",1404976,346066,346066,0,2016,12,2014,2,
Guam,37079,3186,,3186,2016,12,2014,4,
Pennsylvania,2104489,,,,2016,12,2014,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Georgia,1702040,,,,2016,12,2014,4,
Washington,1558991,382663,364913,17750,2016,12,2014,4,
"South Carolina",1089973,,,,2016,12,2014,6,
Nebraska,235591,,,,2016,12,2014,8,
Missouri,790140,,,,2016,12,2014,1,
Oklahoma,753714,,,,2016,12,2014,11,
"Virgin Islands",14561,,,,2016,12,2014,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"District of Columbia",241237,52773,52773,0,2016,12,2014,9,
"South Carolina",1160465,,,,2016,12,2014,9,
"North Dakota",81305,9503,9383,120,2016,12,2014,3,
Florida,3878138,,,,2016,12,2014,6,
Oklahoma,757979,,,,2016,12,2014,9,
Maryland,1102983,199170,199170,0,2016,12,2014,11,
Florida,3908901,,,,2016,12,2014,7,
Florida,3931246,,,,2016,12,2014,12,
"Puerto Rico",1322123,393265,,393265,2016,12,2014,10,
Guam,37262,3292,,3292,2016,12,2014,1,
"New Hampshire",139105,,,,2016,12,2014,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Puerto Rico",1353516,404265,,404265,2016,12,2014,12,
Massachusetts,1938295,316813,0,316813,2016,12,2014,11,
Nebraska,237280,,,,2016,12,2014,3,
"Virgin Islands",15826,,,,2016,12,2014,11,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,195087,46898,2210,44688,2016,12,2014,1,
Idaho,273953,,,,2016,12,2014,2,
Louisiana,1266211,,,,2016,12,2014,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maryland,1151436,208275,208275,0,2016,12,2014,7,
Pennsylvania,2095848,,,,2016,12,2014,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Maryland,1146605,205893,205893,0,2016,12,2014,8,
Florida,3947077,,,,2016,12,2014,11,
Delaware,203332,57242,9594,47648,2016,12,2014,11,
Maine,283577,,,,2016,12,2014,11,
Guam,36886,2882,,2882,2016,12,2014,3,
Kansas,368187,,,,2016,12,2014,9,
"New Jersey",1380965,326395,326395,0,2016,12,2014,1,
Mississippi,682837,,,,2016,12,2014,5,
"West Virginia",514608,150616,150616,0,2016,12,2014,9,
Michigan,2090087,292870,272598,20272,2016,12,2014,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wyoming,73744,,,,2016,12,2014,12,
Iowa,546004,112599,106381,6218,2016,12,2014,8,
Georgia,1632843,,,,2016,12,2014,2,
Washington,1600570,431777,414832,16945,2016,12,2014,7,
Connecticut,850887,179535,168769,10766,2016,12,2014,10,
Maine,289573,,,,2016,12,2014,10,
"Puerto Rico",1314126,565484,,565484,2016,12,2014,2,
"North Dakota",80205,13901,13498,403,2016,12,2014,9,
Virginia,891453,,,,2016,12,2014,4,
Louisiana,1345886,,,,2016,12,2014,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Ohio,2874759,455406,420749,34657,2016,12,2014,10,
Indiana,1064279,,,,2016,12,2014,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Vermont,188194,49767,0,49767,2016,12,2014,9,
Connecticut,798769,154534,146564,7970,2016,12,2014,4,
"American Samoa",36726,,,,2016,12,2014,2,
Texas,4146058,,,,2016,12,2014,7,
Utah,322787,,,,2016,12,2014,11,
Arkansas,848322,251588,212136,39452,2016,12,2014,10,
"Puerto Rico",1213850,456821,,456821,2016,12,2014,6,
Kansas,354821,,,,2016,12,2014,1,
Kentucky,1108768,301103,301103,0,2016,12,2014,6,
Oregon,955483,418297,333600,84697,2016,12,2014,1,
"Virgin Islands",14142,,,,2016,12,2014,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Massachusetts,1740078,296565,0,296565,2016,12,2014,3,
"Rhode Island",267327,54126,54126,0,2016,12,2014,12,
Pennsylvania,2110761,,,,2016,12,2014,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Colorado,1068332,255521,254197,1324,2016,12,2014,7,
Hawaii,293189,77485,46078,31407,2016,12,2014,4,
Virginia,870729,,,,2016,12,2014,1,
"American Samoa",36726,,,,2016,12,2014,3,
"Virgin Islands",15061,,,,2016,12,2014,12,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kentucky,1142933,330128,330128,0,2016,12,2014,8,
Oklahoma,745746,,,,2016,12,2014,4,
Oklahoma,765059,,,,2016,12,2014,3,
"North Carolina",1890318,,,,2016,12,2014,8,
"West Virginia",440852,81776,81776,0,2016,12,2014,1,
"North Carolina",1801573,,,,2016,12,2014,1,
Totals,64764723,6261273,4214218,2047055,2016,12,2014,2,
"New York",5948972,1349356,174183,1175173,2016,12,2014,10,
Ohio,2748674,363155,338088,25067,2016,12,2014,6,
"New Hampshire",136663,,,,2016,12,2014,3,
"District of Columbia",226959,46927,46927,0,2016,12,2014,2,
"N. Mariana Islands",17000,,,,2016,12,2014,7,
Vermont,183625,46579,0,46579,2016,12,2014,5,
"South Dakota",108492,,,,2016,12,2014,5,
"North Dakota",79209,12918,12556,362,2016,12,2014,8,
"Rhode Island",261717,47696,47696,0,2016,12,2014,9,
"New York",5744850,944455,94117,850338,2016,12,2014,4,
Utah,323241,,,,2016,12,2014,12,
Alabama,1044302,,,,2016,12,2014,9,
"North Carolina",1857579,,,,2016,12,2014,5,
"Rhode Island",262944,46889,46889,0,2016,12,2014,7,
Totals,73321554,9202870,6705011,2497859,2016,12,2014,7,
Wyoming,73395,,,,2016,12,2014,10,
Wisconsin,1185493,,,,2016,12,2014,10,
"South Dakota",106315,,,,2016,12,2014,2,
Tennessee,1410753,,,,2016,12,2014,4,
Vermont,183896,47413,0,47413,2016,12,2014,6,
Wisconsin,1172629,,,,2016,12,2014,3,
Montana,148812,,,,2016,12,2014,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",107878,,,,2016,12,2014,11,
Totals,60703593,9555920,6977203,2578717,2016,12,2014,8,
Minnesota,1029769,160684,160010,674,2016,12,2014,6,
Tennessee,1452101,,,,2016,12,2014,8,
Georgia,1779261,,,,2016,12,2014,8,
Georgia,1612339,,,,2016,12,2014,1,
"New York",2165758,876019,70141,805878,2016,12,2014,3,
Minnesota,1029290,158206,157521,685,2016,12,2014,5,
Montana,149587,,,,2016,12,2014,3,
"Puerto Rico",1303363,562167,0,562167,2016,12,2014,1,
Hawaii,275994,64951,44100,20851,2016,12,2014,1,
Louisiana,1331009,,,,2016,12,2014,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Texas,4012574,,,,2016,12,2014,4,
Utah,317794,,,,2016,12,2014,4,
"North Dakota",74837,5923,5847,76,2016,12,2014,1,
"New York",5849480,1188676,140447,1048229,2016,12,2014,8,
Louisiana,1266772,,,,2016,12,2014,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1086844,,,,2016,12,2014,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Nevada,532057,160205,160205,0,2016,12,2014,11,
Idaho,288939,,,,2016,12,2014,10,
Indiana,1096804,,,,2016,12,2014,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Kansas,368981,,,,2016,12,2014,4,
"N. Mariana Islands",17000,,,,2016,12,2014,6,
Nevada,372835,43977,43977,0,2016,12,2014,2,
"West Virginia",491571,123951,123951,0,2016,12,2014,5,
Alabama,1024358,,,,2016,12,2014,5,
Mississippi,646080,,,,2016,12,2014,1,
Totals,71891381,8635711,6372713,2262998,2016,12,2014,6,
Arkansas,865866,212502,187838,24664,2016,12,2014,3,
California,13734865,1683216,1683216,0,2016,12,2014,3,
"New York",5778646,1043136,114458,928678,2016,12,2014,6,
Totals,61015295,9863601,7201454,2662147,2016,12,2014,9,
Pennsylvania,2102536,,,,2016,12,2014,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"New Jersey",1564224,470251,470251,0,2016,12,2014,7,
"North Carolina",1814589,,,,2016,12,2014,2,
Minnesota,1020954,156004,155341,663,2016,12,2014,4,
Hawaii,282559,75854,38453,37401,2016,12,2014,8,
Montana,142845,,,,2016,12,2014,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Missouri,840679,,,,2016,12,2014,12,
"New Hampshire",154253,16599,16407,192,2016,12,2014,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Oklahoma,748500,,,,2016,12,2014,12,
"New Mexico",742630,175602,175602,0,2016,12,2014,10,
Arizona,1449815,187128,22150,164978,2016,12,2014,2,
Wisconsin,1197715,,,,2016,12,2014,5,
Arkansas,841614,247854,201775,46079,2016,12,2014,8,
Michigan,2145147,354755,330637,24118,2016,12,2014,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"New Hampshire",164699,27061,26871,190,2016,12,2014,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Nebraska,235476,,,,2016,12,2014,9,
Louisiana,1252778,,,,2016,12,2014,1,
Alabama,1034955,,,,2016,12,2014,6,
Pennsylvania,2071368,,,,2016,12,2014,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Michigan,2113846,386389,360111,26278,2016,12,2014,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"North Carolina",1920850,,,,2016,12,2014,11,
California,14140560,2367737,2367737,0,2016,12,2014,10,"Awaiting state reporting/enrollment reasonableness review in progress"
"District of Columbia",243852,53954,53954,0,2016,12,2014,12,
Kentucky,1146192,337869,337869,0,2016,12,2014,9,
"New Mexico",649389,115231,115231,0,2016,12,2014,3,
"N. Mariana Islands",17000,,,,2016,12,2014,1,
"District of Columbia",231920,49231,49231,0,2016,12,2014,3,
Wyoming,69322,,,,2016,12,2014,4,
Kansas,358928,,,,2016,12,2014,2,
Maryland,1045266,139813,139813,0,2016,12,2014,2,
"N. Mariana Islands",17000,,,,2016,12,2014,4,
Nebraska,235297,,,,2016,12,2014,5,
Alaska,119321,,,,2016,12,2014,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"New Hampshire",160282,21985,21790,195,2016,12,2014,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"North Carolina",1879348,,,,2016,12,2014,7,
Idaho,289273,,,,2016,12,2014,11,
Wisconsin,1170555,,,,2016,12,2014,2,
Vermont,187312,39516,0,39516,2016,12,2014,2,
"New Jersey",1518082,435962,435962,0,2016,12,2014,5,
Kentucky,1088515,269075,269075,0,2016,12,2014,4,
Maine,294435,,,,2016,12,2014,6,
Georgia,1785768,,,,2016,12,2014,9,
"West Virginia",497890,130403,130403,0,2016,12,2014,6,
Utah,296528,,,,2016,12,2014,3,
Utah,311823,,,,2016,12,2014,9,
Iowa,546994,111301,105926,5375,2016,12,2014,7,
Indiana,1079672,,,,2016,12,2014,2,
Nevada,500656,125989,125989,0,2016,12,2014,6,
Georgia,1800166,,,,2016,12,2014,12,
Guam,36966,2871,,2871,2016,12,2014,10,
"New Hampshire",138157,,,,2016,12,2014,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Oklahoma,757781,,,,2016,12,2014,10,
Washington,1678876,507469,492358,15111,2016,12,2014,12,
"South Dakota",108302,,,,2016,12,2014,12,
Iowa,550866,115273,108320,6953,2016,12,2014,9,
Ohio,2661773,296335,275880,20455,2016,12,2014,4,
"American Samoa",36726,,,,2016,12,2014,11,
"North Carolina",1901919,,,,2016,12,2014,9,
Washington,1614291,445429,428781,16648,2016,12,2014,8,
"North Dakota",78209,11713,11402,311,2016,12,2014,7,
Oklahoma,735313,,,,2016,12,2014,5,
Minnesota,959618,137104,136506,598,2016,12,2014,2,
