state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
"Virgin Islands",25065,10660,,10660,2019,12,2018,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Totals,76587909,15597932,12265808,3332124,2019,12,2018,4,
Guam,35905,4032,,4032,2019,12,2018,6,
Ohio,2984748,622867,622528,339,2019,12,2018,4,
Vermont,178454,58761,0,58761,2019,12,2018,1,
Oklahoma,647012,,,,2019,12,2018,6,
Minnesota,1095709,206685,205983,702,2019,12,2018,2,
"New Mexico",856413,257678,257678,0,2019,12,2018,4,
Guam,35942,3871,,3871,2019,12,2018,1,
Florida,3852558,,,,2019,12,2018,6,
Oregon,967193,458746,386839,71907,2019,12,2018,1,
Ohio,3014231,640211,639852,359,2019,12,2018,2,
Totals,75959344,15438583,12116929,3321654,2019,12,2018,6,
Nebraska,247273,,,,2019,12,2018,5,
Iowa,603888,163590,150142,13448,2019,12,2018,4,
Totals,76388516,15563132,12222599,3340533,2019,12,2018,5,
Totals,76672124,15628063,12263229,3364834,2019,12,2018,3,
"North Dakota",94940,21074,20029,1045,2019,12,2018,5,
Washington,1799869,584973,571589,13384,2019,12,2018,1,
Idaho,299518,,,,2019,12,2018,3,
Connecticut,913961,241433,221086,20347,2019,12,2018,2,
Missouri,963062,,,,2019,12,2018,2,
Oregon,948521,450819,378024,72795,2019,12,2018,6,
Maine,257452,0,0,0,2019,12,2018,3,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Rhode Island",308690,68817,68817,0,2019,12,2018,6,
Idaho,296090,,,,2019,12,2018,6,
Iowa,594982,157220,144106,13114,2019,12,2018,1,
Alaska,198729,44930,44905,25,2019,12,2018,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Alabama,1020587,,,,2019,12,2018,1,
Wyoming,59067,,,,2019,12,2018,3,
Nevada,600661,214869,214869,0,2019,12,2018,4,
Illinois,2850842,725225,618109,107116,2019,12,2018,5,
Michigan,2446407,696572,635680,60892,2019,12,2018,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Massachusetts,1834489,385266,0,385266,2019,12,2018,4,
Arizona,1871923,415803,107641,308162,2019,12,2018,3,
Hawaii,327989,119145,22305,96840,2019,12,2018,5,
Arizona,1912427,426466,111692,314774,2019,12,2018,1,
Tennessee,1641168,,,,2019,12,2018,1,
"New Hampshire",189766,55736,55450,286,2019,12,2018,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Colorado,1281495,411448,404895,6553,2019,12,2018,5,
Arizona,1864623,412927,105049,307878,2019,12,2018,6,
"North Carolina",2159762,,,,2019,12,2018,6,
"New Hampshire",190733,56186,55908,278,2019,12,2018,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Tennessee,1604631,,,,2019,12,2018,3,
Georgia,1956791,,,,2019,12,2018,5,
"South Dakota",105692,,,,2019,12,2018,2,
"New Jersey",1690042,567189,567189,0,2019,12,2018,3,
Massachusetts,1807979,373499,0,373499,2019,12,2018,6,
"New Jersey",1687716,566209,566209,0,2019,12,2018,6,
Arizona,1868275,413377,105782,307595,2019,12,2018,5,
Maine,256424,0,0,0,2019,12,2018,2,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Delaware,209914,62228,9993,52235,2019,12,2018,5,
Washington,1783252,575689,562028,13661,2019,12,2018,4,
Mississippi,696685,,,,2019,12,2018,2,
Arkansas,922157,292573,292299,274,2019,12,2018,3,
Delaware,209755,62188,9926,52262,2019,12,2018,6,
"Puerto Rico",1266994,404657,,404657,2019,12,2018,4,
Connecticut,927932,246769,225756,21013,2019,12,2018,3,
Iowa,598557,159281,146143,13138,2019,12,2018,2,
Hawaii,331796,121219,22886,98333,2019,12,2018,3,
"New Hampshire",191335,56780,56508,272,2019,12,2018,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"New York",6156398,1927826,301605,1626221,2019,12,2018,6,
Indiana,1333123,310612,310612,0,2019,12,2018,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"Puerto Rico",1257013,383202,,383202,2019,12,2018,1,
Louisiana,1647299,473172,473172,0,2019,12,2018,1,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1018967,,,,2019,12,2018,2,
Delaware,209887,62284,10034,52250,2019,12,2018,4,
Massachusetts,1809251,369509,0,369509,2019,12,2018,1,
California,12966593,3787079,3787079,0,2019,12,2018,3,
California,13175429,3847630,3847630,0,2019,12,2018,1,
Wisconsin,1188074,,,,2019,12,2018,5,
Kentucky,1336657,473576,473576,0,2019,12,2018,4,
Illinois,2892062,737515,631243,106272,2019,12,2018,2,
"Amer. Samoa",27898,,,,2019,12,2018,5,
Wisconsin,1191620,,,,2019,12,2018,4,
Montana,260387,97926,97926,0,2019,12,2018,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Minnesota,1107477,210270,209570,700,2019,12,2018,1,
Illinois,2837020,720375,613844,106531,2019,12,2018,4,
Colorado,1296301,409143,402412,6731,2019,12,2018,6,
"Dist. Of Col.",260704,110199,69662,40537,2019,12,2018,4,
"Virgin Islands",23934,9617,,9617,2019,12,2018,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Michigan,2450490,699032,638686,60346,2019,12,2018,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Idaho,309471,,,,2019,12,2018,1,
"North Carolina",2166076,,,,2019,12,2018,5,
"Rhode Island",308248,69290,69290,0,2019,12,2018,3,
"South Carolina",1259263,,,,2019,12,2018,4,
Florida,3968314,,,,2019,12,2018,2,
"New Jersey",1699435,568669,568669,0,2019,12,2018,2,
Missouri,958954,,,,2019,12,2018,3,
Connecticut,922726,246442,225215,21227,2019,12,2018,5,
"North Carolina",2150335,,,,2019,12,2018,2,
Florida,3882589,,,,2019,12,2018,5,
"Virgin Islands",24198,9751,,9751,2019,12,2018,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kansas,370313,,,,2019,12,2018,2,
Maryland,1229917,311423,311423,0,2019,12,2018,5,
Georgia,1957737,,,,2019,12,2018,6,
Pennsylvania,2731187,791111,750362,40749,2019,12,2018,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Texas,4285311,,,,2019,12,2018,3,
Maine,256182,0,0,0,2019,12,2018,1,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Hawaii,330439,120403,22744,97659,2019,12,2018,4,
Massachusetts,1848444,391857,0,391857,2019,12,2018,5,
Wyoming,59092,,,,2019,12,2018,1,
Alaska,196284,42966,42938,28,2019,12,2018,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oklahoma,653045,,,,2019,12,2018,5,
"West Virginia",536762,165893,165893,0,2019,12,2018,6,
Oklahoma,656753,,,,2019,12,2018,1,
Colorado,1282265,411009,404471,6538,2019,12,2018,4,
Pennsylvania,2747147,798037,756784,41253,2019,12,2018,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Massachusetts,2007685,432659,0,432659,2019,12,2018,3,
"North Carolina",2167495,,,,2019,12,2018,4,
Arkansas,925643,292602,292349,253,2019,12,2018,4,
Oklahoma,645541,,,,2019,12,2018,3,
Montana,257398,95667,95667,0,2019,12,2018,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
California,13081202,3823273,3823273,0,2019,12,2018,4,
"South Dakota",105968,,,,2019,12,2018,3,
Arizona,1889445,420428,109296,311132,2019,12,2018,2,
"Amer. Samoa",27898,,,,2019,12,2018,2,
Wisconsin,1190616,,,,2019,12,2018,1,
Alabama,1021657,,,,2019,12,2018,6,
Wisconsin,1184947,,,,2019,12,2018,6,
Virginia,1047599,,,,2019,12,2018,1,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Missouri,968154,,,,2019,12,2018,1,
Texas,4251735,,,,2019,12,2018,6,
"New Jersey",1693994,567110,567110,0,2019,12,2018,4,
Pennsylvania,2746922,798738,757557,41181,2019,12,2018,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Montana,260270,98314,98314,0,2019,12,2018,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Florida,3917285,,,,2019,12,2018,3,
Louisiana,1650457,483884,483884,0,2019,12,2018,4,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Mississippi,687906,,,,2019,12,2018,5,
Indiana,1327002,310196,310196,0,2019,12,2018,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Oklahoma,651361,,,,2019,12,2018,4,
"North Carolina",2147230,,,,2019,12,2018,1,
"South Carolina",1254084,,,,2019,12,2018,5,
Nevada,598715,215236,215236,0,2019,12,2018,1,
Vermont,178664,58855,0,58855,2019,12,2018,2,
Arkansas,920504,294581,294263,318,2019,12,2018,1,
Minnesota,1107289,207469,206853,616,2019,12,2018,4,
"Puerto Rico",1265139,387916,,387916,2019,12,2018,2,
Arkansas,917921,284342,283961,381,2019,12,2018,6,
Indiana,1356203,446208,326576,119632,2019,12,2018,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Minnesota,1098818,204765,204047,718,2019,12,2018,5,
"New Jersey",1692408,566732,566732,0,2019,12,2018,5,
"New York",6162629,1933789,302217,1631572,2019,12,2018,5,
"Virgin Islands",24528,9958,,9958,2019,12,2018,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Utah,294788,,,,2019,12,2018,6,
"Virgin Islands",24946,10265,,10265,2019,12,2018,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Louisiana,1638252,482248,482248,0,2019,12,2018,6,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Massachusetts,1817350,376408,0,376408,2019,12,2018,2,
"N. Mariana Islands",1400,,,,2019,12,2018,5,
Virginia,1065420,,,,2019,12,2018,5,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Kentucky,1356170,493607,493607,0,2019,12,2018,2,
"West Virginia",540782,168038,168038,0,2019,12,2018,3,
"New York",6163144,1936166,302965,1633201,2019,12,2018,4,
Tennessee,1578332,,,,2019,12,2018,6,
Nevada,598902,214266,214266,0,2019,12,2018,3,
"Rhode Island",309316,69840,69840,0,2019,12,2018,4,
Utah,298184,,,,2019,12,2018,4,
Georgia,1963489,,,,2019,12,2018,3,
Michigan,2437948,693448,635722,57726,2019,12,2018,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Delaware,211708,63045,10538,52507,2019,12,2018,1,
Wisconsin,1192743,,,,2019,12,2018,2,
Kansas,363414,,,,2019,12,2018,6,
Maryland,1237993,313593,313593,0,2019,12,2018,3,
Pennsylvania,2741703,796559,755486,41073,2019,12,2018,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Kentucky,1357355,492751,492751,0,2019,12,2018,3,
Georgia,1960635,,,,2019,12,2018,2,
"N. Mariana Islands",1416,,,,2019,12,2018,6,
"Dist. Of Col.",263558,112784,71290,41494,2019,12,2018,1,
Hawaii,324002,117546,21859,95687,2019,12,2018,6,
Alaska,198425,44328,44304,24,2019,12,2018,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"North Dakota",93042,20443,19426,1017,2019,12,2018,6,
"Amer. Samoa",27898,,,,2019,12,2018,4,
Missouri,961679,,,,2019,12,2018,6,
"West Virginia",540088,167353,167353,0,2019,12,2018,4,
Utah,299796,,,,2019,12,2018,3,
"Puerto Rico",1274306,409807,,409807,2019,12,2018,5,
Nevada,601011,215101,215101,0,2019,12,2018,5,
"New York",6167453,1936529,303337,1633192,2019,12,2018,3,
Montana,258600,97834,97834,0,2019,12,2018,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Wisconsin,1191001,,,,2019,12,2018,3,
Missouri,961840,,,,2019,12,2018,4,
Hawaii,330477,120260,22747,97513,2019,12,2018,1,
Maine,256843,0,0,0,2019,12,2018,4,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"North Dakota",93285,20666,19610,1056,2019,12,2018,3,
Virginia,1052069,,,,2019,12,2018,2,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Delaware,210486,62756,10293,52463,2019,12,2018,3,
"Rhode Island",309440,69553,69553,0,2019,12,2018,5,
Colorado,1294260,415324,413149,2175,2019,12,2018,3,
"Puerto Rico",1265467,395156,,395156,2019,12,2018,3,
Ohio,3022167,645274,644909,365,2019,12,2018,1,
Vermont,179154,59183,0,59183,2019,12,2018,4,
Oklahoma,651872,,,,2019,12,2018,2,
Illinois,2867512,731008,624350,106658,2019,12,2018,3,
Ohio,3000873,630618,630276,342,2019,12,2018,3,
"South Carolina",1258564,,,,2019,12,2018,2,
Iowa,603493,164495,150962,13533,2019,12,2018,5,
Maryland,1228669,311497,311497,0,2019,12,2018,1,
"New Mexico",849268,255142,255142,0,2019,12,2018,5,
"N. Mariana Islands",1212,,,,2019,12,2018,4,
Maryland,1218122,307690,307690,0,2019,12,2018,6,
Michigan,2445117,694972,633228,61744,2019,12,2018,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Washington,1791975,582620,569170,13450,2019,12,2018,2,
Georgia,1956021,,,,2019,12,2018,4,
Maine,255517,0,0,0,2019,12,2018,6,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"New Hampshire",188917,55651,55368,283,2019,12,2018,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"South Carolina",1259686,,,,2019,12,2018,3,
Iowa,600397,161393,148219,13174,2019,12,2018,3,
Maryland,1233989,312583,312583,0,2019,12,2018,2,
Tennessee,1615240,,,,2019,12,2018,2,
Arkansas,920752,288909,288507,402,2019,12,2018,5,
Ohio,2968662,613597,613255,342,2019,12,2018,5,
Georgia,1955309,,,,2019,12,2018,1,
Alabama,1024662,,,,2019,12,2018,4,
Pennsylvania,2719810,791066,750073,40993,2019,12,2018,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
California,13008201,3801552,3801552,0,2019,12,2018,5,
"N. Mariana Islands",1196,,,,2019,12,2018,2,
Louisiana,1647411,476258,476258,0,2019,12,2018,2,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Michigan,2444734,697940,638327,59613,2019,12,2018,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Nebraska,247880,,,,2019,12,2018,4,
Mississippi,700020,,,,2019,12,2018,1,
Idaho,293894,,,,2019,12,2018,4,
"South Carolina",1258139,,,,2019,12,2018,1,
Arizona,1870574,414373,106605,307768,2019,12,2018,4,
Washington,1781994,575018,561088,13930,2019,12,2018,5,
Maryland,1235103,312481,312481,0,2019,12,2018,4,
Guam,35693,3892,,3892,2019,12,2018,2,
Nebraska,245972,,,,2019,12,2018,1,
Illinois,2943884,751967,645732,106235,2019,12,2018,1,
Nebraska,245882,,,,2019,12,2018,6,
Indiana,1310854,305782,305782,0,2019,12,2018,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Florida,3993964,,,,2019,12,2018,1,
Alaska,196618,43303,43271,32,2019,12,2018,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"New Mexico",863477,257654,257654,0,2019,12,2018,1,
Vermont,177694,58404,0,58404,2019,12,2018,5,
Connecticut,927503,246015,224785,21230,2019,12,2018,4,
"New Hampshire",187628,55188,54907,281,2019,12,2018,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
California,13106525,3826607,3826607,0,2019,12,2018,2,
"New Mexico",838445,251909,251909,0,2019,12,2018,6,
Utah,300615,,,,2019,12,2018,2,
Delaware,211567,63099,10492,52607,2019,12,2018,2,
"South Dakota",105352,,,,2019,12,2018,1,
California,12874106,3763860,3763860,0,2019,12,2018,6,
Oregon,959170,455830,382941,72889,2019,12,2018,5,
"Virgin Islands",24781,10688,,10688,2019,12,2018,6,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"Dist. Of Col.",264587,113085,71873,41212,2019,12,2018,2,
"North Carolina",2167786,,,,2019,12,2018,3,
"North Dakota",93586,20724,19677,1047,2019,12,2018,4,
Michigan,2437622,688853,634323,54530,2019,12,2018,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Alaska,197607,43817,43788,29,2019,12,2018,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Wyoming,58109,,,,2019,12,2018,6,
Utah,298611,,,,2019,12,2018,1,
Virginia,1053905,,,,2019,12,2018,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"New Mexico",855320,256228,256228,0,2019,12,2018,3,
Louisiana,1645807,478722,478722,0,2019,12,2018,3,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Utah,296743,,,,2019,12,2018,5,
Montana,256778,96040,96040,0,2019,12,2018,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Idaho,307284,,,,2019,12,2018,2,
"Dist. Of Col.",259746,108718,68205,40513,2019,12,2018,6,
Wyoming,59029,,,,2019,12,2018,2,
Texas,4263212,,,,2019,12,2018,5,
Tennessee,1581281,,,,2019,12,2018,5,
Washington,1775614,570882,557025,13857,2019,12,2018,6,
"Rhode Island",309510,69769,69769,0,2019,12,2018,1,
