state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
Louisiana,1610710,467469,467469,0,2021,1,2019,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1327863,309264,309264,0,2021,1,2019,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Idaho,290902,0,0,0,2021,1,2019,7,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Utah,296227,0,0,0,2021,1,2019,8,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Washington,1248491,67689,53601,14088,2021,1,2019,7,
"New Hampshire",180329,51618,51328,290,2021,1,2019,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Mexico",828524,258689,258689,0,2021,1,2019,9,
"New Mexico",829459,257816,257816,0,2021,1,2019,7,
"South Dakota",103385,,,,2021,1,2019,9,
Texas,4160192,,,,2021,1,2019,7,
Connecticut,952410,268041,243708,24333,2021,1,2019,8,
Iowa,605777,173906,158450,15456,2021,1,2019,9,
"New York",6122502,1891636,306498,1585138,2021,1,2019,7,
Maryland,1240041,312137,312137,0,2021,1,2019,9,
"South Carolina",1292858,,,,2021,1,2019,9,
"Amer. Samoa",37829,,,,2021,1,2019,8,
Arkansas,828694,251909,250980,929,2021,1,2019,7,
Missouri,839279,,,,2021,1,2019,9,
Idaho,285233,0,0,0,2021,1,2019,8,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Guam,35248,4138,,4138,2021,1,2019,9,
Wisconsin,1187507,,,,2021,1,2019,9,
Nebraska,243927,,,,2021,1,2019,7,
Vermont,165424,54047,0,54047,2021,1,2019,9,
"N. Mariana Islands",16620,,,,2021,1,2019,8,
"South Dakota",103962,,,,2021,1,2019,7,
Totals,75037460,15518823,12226289,3292534,2021,1,2019,8,
Michigan,2374059,662823,609142,53681,2021,1,2019,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1288645,451480,451480,0,2021,1,2019,8,
Connecticut,952522,267903,243463,24440,2021,1,2019,9,
Oklahoma,641960,,,,2021,1,2019,9,
Pennsylvania,2846489,771330,733047,38283,2021,1,2019,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Tennessee,1590700,,,,2021,1,2019,8,
Mississippi,672198,,,,2021,1,2019,7,
"New Mexico",829406,258239,258239,0,2021,1,2019,8,
"Dist. Of Col.",263605,108784,66837,41947,2021,1,2019,8,
Pennsylvania,2854237,774482,735853,38629,2021,1,2019,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virginia,1265240,303158,303158,0,2021,1,2019,8,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Indiana,1336196,310882,310882,0,2021,1,2019,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Maine,274242,33001,24837,8164,2021,1,2019,7,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Arizona,1892992,432744,107328,325416,2021,1,2019,9,
Massachusetts,1736721,352927,0,352927,2021,1,2019,8,
"West Virginia",521524,161715,161715,0,2021,1,2019,7,
"New York",6089321,1876748,306182,1570566,2021,1,2019,9,
Utah,295272,0,0,0,2021,1,2019,7,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Wyoming,53525,,,,2021,1,2019,8,
"Dist. Of Col.",263389,109273,67157,42116,2021,1,2019,7,
Nevada,588274,210386,210386,0,2021,1,2019,7,
Utah,295028,0,0,0,2021,1,2019,9,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Colorado,1230388,378037,370211,7826,2021,1,2019,8,
Kansas,358368,,,,2021,1,2019,9,
"North Carolina",2173467,,,,2021,1,2019,7,
Ohio,2825907,619740,619427,313,2021,1,2019,8,
"Virgin Islands",29847,13913,,13913,2021,1,2019,9,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Florida,3800726,,,,2021,1,2019,8,
Indiana,1315923,307665,307665,0,2021,1,2019,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Hawaii,310785,110424,19886,90538,2021,1,2019,7,
Nevada,587768,210093,210093,0,2021,1,2019,9,
Oregon,964910,466446,383698,82748,2021,1,2019,7,
Georgia,2040303,,,,2021,1,2019,9,
Illinois,2682054,687746,579871,107875,2021,1,2019,8,
"N. Mariana Islands",16559,,,,2021,1,2019,7,
"Rhode Island",295625,66134,66134,0,2021,1,2019,9,
"Puerto Rico",1158503,405131,,405131,2021,1,2019,8,
Nebraska,237329,,,,2021,1,2019,8,
Texas,4164868,,,,2021,1,2019,8,
Oregon,960448,464564,381358,83206,2021,1,2019,9,
Mississippi,672711,,,,2021,1,2019,9,
"South Carolina",1292939,,,,2021,1,2019,7,
Wyoming,54124,,,,2021,1,2019,9,
Alabama,1039621,,,,2021,1,2019,7,
Minnesota,1071241,191341,190616,725,2021,1,2019,7,
Massachusetts,1714085,343846,0,343846,2021,1,2019,9,
Delaware,212724,62244,9446,52798,2021,1,2019,9,
Kansas,359056,,,,2021,1,2019,8,
California,12617496,3748234,3733554,14680,2021,1,2019,7,
Alaska,213643,53123,53120,3,2021,1,2019,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1060208,188113,187320,793,2021,1,2019,8,
"North Dakota",88613,19542,18650,892,2021,1,2019,7,
"North Carolina",2171305,,,,2021,1,2019,9,
Wisconsin,1183952,,,,2021,1,2019,7,
"New Hampshire",180340,51844,51567,277,2021,1,2019,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Nebraska,243571,,,,2021,1,2019,9,
Virginia,1275873,312626,312626,0,2021,1,2019,9,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Kentucky,1283398,450056,450056,0,2021,1,2019,9,
"Virgin Islands",29689,13814,,13814,2021,1,2019,8,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Arkansas,831542,254212,253286,926,2021,1,2019,9,
Guam,35524,4166,,4166,2021,1,2019,7,
Maryland,1233962,311534,311534,0,2021,1,2019,7,
Maryland,1239877,312759,312759,0,2021,1,2019,8,
"North Dakota",90124,20113,19180,933,2021,1,2019,8,
Iowa,605053,172682,157709,14973,2021,1,2019,7,
Texas,4165233,,,,2021,1,2019,9,
Illinois,2674647,687095,579445,107650,2021,1,2019,9,
Vermont,167070,54664,0,54664,2021,1,2019,7,
Georgia,2027915,,,,2021,1,2019,8,
California,12593368,3738516,3722449,16067,2021,1,2019,8,
"New Jersey",1611421,530959,530959,0,2021,1,2019,8,
Wisconsin,1184360,,,,2021,1,2019,8,
Delaware,214927,63148,9611,53537,2021,1,2019,7,
Mississippi,672824,,,,2021,1,2019,8,
"Rhode Island",299037,67014,67014,0,2021,1,2019,8,
"Amer. Samoa",35002,,,,2021,1,2019,12,
Totals,74254894,15398703,12152452,3246251,2021,1,2019,12,
Guam,34768,4097,,4097,2021,1,2019,11,
Michigan,2381000,668413,615874,52539,2021,1,2019,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1284595,,,,2021,1,2019,11,
Alabama,1048624,,,,2021,1,2019,12,
Nevada,582242,209002,209002,0,2021,1,2019,11,
Totals,75011359,15506627,12225311,3281316,2021,1,2019,10,
Alaska,213560,53479,53477,2,2021,1,2019,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California,12227356,3629320,3609243,20077,2021,1,2019,12,
Colorado,1221210,379442,371837,7605,2021,1,2019,10,
Florida,3739717,,,,2021,1,2019,12,
Montana,249961,93556,93556,0,2021,1,2019,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,644485,,,,2021,1,2019,10,
"Puerto Rico",1160750,400997,,400997,2021,1,2019,12,
Michigan,2391528,678910,628152,50758,2021,1,2019,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"North Dakota",88055,19747,18808,939,2021,1,2019,12,
Minnesota,1033487,183358,182798,560,2021,1,2019,12,
Washington,1731143,557890,543964,13926,2021,1,2019,12,
Idaho,291968,0,0,0,2021,1,2019,12,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
"West Virginia",519049,161416,161416,0,2021,1,2019,11,
Georgia,2041420,,,,2021,1,2019,10,
"Rhode Island",295882,66243,66243,0,2021,1,2019,10,
Louisiana,1581072,468539,468539,0,2021,1,2019,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1568950,,,,2021,1,2019,12,
"North Carolina",2164822,,,,2021,1,2019,11,
Ohio,2807044,601487,601198,289,2021,1,2019,10,
Alabama,1048826,,,,2021,1,2019,11,
Maine,282752,46609,33899,12710,2021,1,2019,11,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"N. Mariana Islands",16485,,,,2021,1,2019,12,
"Virgin Islands",30239,14051,,14051,2021,1,2019,10,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Vermont,163573,53310,0,53310,2021,1,2019,11,
Connecticut,948646,266486,241741,24745,2021,1,2019,10,
Missouri,838841,,,,2021,1,2019,11,
"New Jersey",1605514,527577,527577,0,2021,1,2019,10,
Arkansas,835235,257348,256435,913,2021,1,2019,11,
Kansas,357811,,,,2021,1,2019,10,
"New Hampshire",180417,52565,52283,282,2021,1,2019,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Kentucky,1276893,447249,447249,0,2021,1,2019,10,
"Amer. Samoa",35002,,,,2021,1,2019,10,
Alaska,214474,54665,54662,3,2021,1,2019,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,602645,175248,159699,15549,2021,1,2019,11,
Colorado,1212588,380130,372535,7595,2021,1,2019,12,
Arizona,1890880,434823,106810,328013,2021,1,2019,11,
Arizona,1892617,434404,107339,327065,2021,1,2019,10,
Montana,248243,93004,93004,0,2021,1,2019,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",102766,,,,2021,1,2019,11,
Montana,246051,92050,92050,0,2021,1,2019,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2773266,590346,590054,292,2021,1,2019,12,
Tennessee,1592720,,,,2021,1,2019,10,
Hawaii,309622,110477,19929,90548,2021,1,2019,11,
Maine,283009,48660,35673,12987,2021,1,2019,12,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1732612,348153,0,348153,2021,1,2019,10,
Virginia,1288153,323020,323020,0,2021,1,2019,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"New Jersey",1602059,532712,532712,0,2021,1,2019,12,
"New York",6081106,1859164,305710,1553454,2021,1,2019,11,
Delaware,212271,62073,9455,52618,2021,1,2019,11,
Oregon,968223,469903,385771,84132,2021,1,2019,11,
"Puerto Rico",1176330,403656,,403656,2021,1,2019,10,
"Dist. Of Col.",262775,108753,67340,41413,2021,1,2019,12,
"West Virginia",518356,161231,161231,0,2021,1,2019,12,
Wyoming,53957,,,,2021,1,2019,10,
Missouri,840625,,,,2021,1,2019,10,
Washington,1727578,552394,538549,13845,2021,1,2019,11,
Florida,3798710,,,,2021,1,2019,10,
Louisiana,1606433,464158,464158,0,2021,1,2019,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,641186,,,,2021,1,2019,11,
Hawaii,309262,110688,20061,90627,2021,1,2019,12,
Illinois,2669618,687325,579976,107349,2021,1,2019,10,
Pennsylvania,2828468,761146,723721,37425,2021,1,2019,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Louisiana,1631168,474016,474016,0,2021,1,2019,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1329918,311416,311416,0,2021,1,2019,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Idaho,290964,0,0,0,2021,1,2019,10,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Utah,295255,0,0,0,2021,1,2019,11,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Washington,1728243,550010,536008,14002,2021,1,2019,10,
"New Hampshire",182328,54056,53770,286,2021,1,2019,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Mexico",829475,262758,262758,0,2021,1,2019,12,
"New Mexico",832163,260640,260640,0,2021,1,2019,10,
"South Dakota",102372,,,,2021,1,2019,12,
Texas,4167613,,,,2021,1,2019,10,
Connecticut,950278,267592,243127,24465,2021,1,2019,11,
Iowa,604168,176527,160837,15690,2021,1,2019,12,
"New York",6117057,1876320,307763,1568557,2021,1,2019,10,
Maryland,1245534,311298,311298,0,2021,1,2019,12,
"South Carolina",1276521,,,,2021,1,2019,12,
"Amer. Samoa",35002,,,,2021,1,2019,11,
Arkansas,834710,255954,255047,907,2021,1,2019,10,
Missouri,833214,,,,2021,1,2019,12,
Idaho,292239,0,0,0,2021,1,2019,11,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Guam,34389,4013,,4013,2021,1,2019,12,
Wisconsin,1183923,,,,2021,1,2019,12,
Nebraska,238178,,,,2021,1,2019,10,
Vermont,163672,53591,0,53591,2021,1,2019,12,
"N. Mariana Islands",16261,,,,2021,1,2019,11,
"South Dakota",103207,,,,2021,1,2019,10,
Totals,74622336,15430736,12174701,3256035,2021,1,2019,11,
Michigan,2379783,670324,619735,50589,2021,1,2019,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1267726,441600,441600,0,2021,1,2019,11,
Connecticut,956280,270969,246283,24686,2021,1,2019,12,
Oklahoma,632428,,,,2021,1,2019,12,
Pennsylvania,2825103,757847,720556,37291,2021,1,2019,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Tennessee,1582551,,,,2021,1,2019,11,
Mississippi,674189,,,,2021,1,2019,10,
"New Mexico",831402,261882,261882,0,2021,1,2019,11,
"Dist. Of Col.",263148,108315,66928,41387,2021,1,2019,11,
Pennsylvania,2828339,759685,721993,37692,2021,1,2019,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virginia,1294491,326870,326870,0,2021,1,2019,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Indiana,1342124,311234,311234,0,2021,1,2019,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Maine,282289,44275,32177,12098,2021,1,2019,10,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Arizona,1884150,434164,106610,327554,2021,1,2019,12,
Massachusetts,1702123,340983,0,340983,2021,1,2019,11,
"West Virginia",520959,161642,161642,0,2021,1,2019,10,
"New York",6062348,1853013,305619,1547394,2021,1,2019,12,
Utah,294895,0,0,0,2021,1,2019,10,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Wyoming,53793,,,,2021,1,2019,11,
"Dist. Of Col.",262638,108244,66670,41574,2021,1,2019,10,
Nevada,586954,210398,210398,0,2021,1,2019,10,
Utah,295804,0,0,0,2021,1,2019,12,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Colorado,1218150,381126,373414,7712,2021,1,2019,11,
Kansas,358036,,,,2021,1,2019,12,
"North Carolina",2169538,,,,2021,1,2019,10,
Ohio,2782356,594484,594197,287,2021,1,2019,11,
"Virgin Islands",30569,14237,,14237,2021,1,2019,12,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Florida,3774396,,,,2021,1,2019,11,
Indiana,1318948,310992,310992,0,2021,1,2019,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Hawaii,310264,110409,19778,90631,2021,1,2019,10,
Nevada,582213,209440,209440,0,2021,1,2019,12,
Oregon,969850,470379,385934,84445,2021,1,2019,10,
Georgia,2035551,,,,2021,1,2019,12,
Illinois,2659299,686835,579195,107640,2021,1,2019,11,
"N. Mariana Islands",15586,,,,2021,1,2019,10,
"Rhode Island",288686,63878,63878,0,2021,1,2019,12,
"Puerto Rico",1165633,401271,,401271,2021,1,2019,11,
Nebraska,237908,,,,2021,1,2019,11,
Texas,4143053,,,,2021,1,2019,11,
Oregon,966536,470154,386188,83966,2021,1,2019,12,
Mississippi,670013,,,,2021,1,2019,12,
"South Carolina",1290547,,,,2021,1,2019,10,
Wyoming,54231,,,,2021,1,2019,12,
Alabama,1048875,,,,2021,1,2019,10,
Minnesota,1068532,190069,189228,841,2021,1,2019,10,
Massachusetts,1685220,336415,0,336415,2021,1,2019,12,
Delaware,212146,62078,9531,52547,2021,1,2019,12,
Kansas,357725,,,,2021,1,2019,11,
California,12533958,3730683,3713003,17680,2021,1,2019,10,
Alaska,213889,53931,53929,2,2021,1,2019,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1053161,186837,186016,821,2021,1,2019,11,
"North Dakota",88431,19602,18665,937,2021,1,2019,10,
"North Carolina",2161348,,,,2021,1,2019,12,
Wisconsin,1185552,,,,2021,1,2019,10,
"New Hampshire",180170,51602,51321,281,2021,1,2019,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Nebraska,236655,,,,2021,1,2019,12,
Virginia,1313429,343047,343047,0,2021,1,2019,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Kentucky,1260844,440673,440673,0,2021,1,2019,12,
"Virgin Islands",30430,14160,,14160,2021,1,2019,11,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Arkansas,835370,259656,258779,877,2021,1,2019,12,
Guam,35196,4152,,4152,2021,1,2019,10,
Maryland,1244735,312778,312778,0,2021,1,2019,10,
Maryland,1246079,312116,312116,0,2021,1,2019,11,
"North Dakota",89483,20207,19238,969,2021,1,2019,11,
Iowa,603603,174029,158514,15515,2021,1,2019,10,
Texas,4140124,,,,2021,1,2019,12,
Illinois,2653924,688602,581206,107396,2021,1,2019,12,
Vermont,164461,53669,0,53669,2021,1,2019,10,
Georgia,2039912,,,,2021,1,2019,11,
California,12414191,3691195,3672208,18987,2021,1,2019,11,
"New Jersey",1607171,532438,532438,0,2021,1,2019,11,
Wisconsin,1183039,,,,2021,1,2019,11,
Delaware,212362,62296,9415,52881,2021,1,2019,10,
Mississippi,672341,,,,2021,1,2019,11,
"Rhode Island",288974,63716,63716,0,2021,1,2019,11,
