State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Maine,317797,64962,51291,13671,2021,5,2020,9,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1728064,356034,0,356034,2021,5,2020,7,
Kentucky,1520103,617151,617151,0,2021,5,2020,8,
"Virginia *",1473316,436181,436181,0,2021,5,2020,7,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
"New Jersey",1731462,603209,603209,0,2021,5,2020,9,
"New York",6513847,2104474,364832,1739642,2021,5,2020,8,
Delaware,229335,68413,10188,58225,2021,5,2020,8,
Oregon,1061777,538992,447575,91417,2021,5,2020,8,
"Puerto Rico",1182169,422789,,422789,2021,5,2020,7,
"Dist. Of Col.",268089,111414,70069,41345,2021,5,2020,9,
"West Virginia",555561,181499,181499,0,2021,5,2020,9,
Wyoming,61104,,,,2021,5,2020,7,
Missouri,937867,,,,2021,5,2020,7,
Washington,1842964,627385,611509,15876,2021,5,2020,8,
Florida,4203096,,,,2021,5,2020,7,
Louisiana,1746994,553179,553179,0,2021,5,2020,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,747921,,,,2021,5,2020,8,
Hawaii,348761,133702,23261,110441,2021,5,2020,9,
Illinois,2790009,755759,650439,105320,2021,5,2020,7,
Pennsylvania,3068675,905210,859175,46035,2021,5,2020,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Louisiana,1730359,542855,542855,0,2021,5,2020,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1546388,404535,404535,0,2021,5,2020,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Idaho,374214,77026,77026,0,2021,5,2020,7,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Utah,356189,67501,66838,663,2021,5,2020,8,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
"Amer. Samoa",35002,,,,2021,5,2020,9,
Washington,1821433,613660,597898,15762,2021,5,2020,7,
"New Hampshire",200497,63878,63523,355,2021,5,2020,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Mexico",885893,279207,279207,0,2021,5,2020,9,
"New Mexico",873305,277179,277179,0,2021,5,2020,7,
"South Dakota",112153,,,,2021,5,2020,9,
Texas,4520482,,,,2021,5,2020,7,
Connecticut,998602,289946,263524,26422,2021,5,2020,8,
Iowa,655811,197210,168963,28247,2021,5,2020,9,
"New York",6442782,2070518,355730,1714788,2021,5,2020,7,
Maryland,1340820,347788,347788,0,2021,5,2020,9,
"South Carolina",1334135,,,,2021,5,2020,9,
"Amer. Samoa",35002,,,,2021,5,2020,8,
Arkansas,874330,281208,280309,899,2021,5,2020,7,
Missouri,971836,,,,2021,5,2020,9,
Idaho,378670,79781,79781,0,2021,5,2020,8,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Guam,32968,4291,,4291,2021,5,2020,9,
Wisconsin,1314454,,,,2021,5,2020,9,
Nebraska,252566,0,0,0,2021,5,2020,7,
Vermont,178149,63302,0,63302,2021,5,2020,9,
"N. Mariana Islands",16517,,,,2021,5,2020,8,
"South Dakota",109209,,,,2021,5,2020,7,
Totals,80202982,17501260,13899484,3601776,2021,5,2020,8,
Michigan,2598311,784968,736523,48445,2021,5,2020,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Connecticut,1006794,292890,266603,26287,2021,5,2020,9,
Oklahoma,761390,,,,2021,5,2020,9,
Pennsylvania,3034716,885863,840690,45173,2021,5,2020,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Tennessee,1634360,,,,2021,5,2020,8,
Mississippi,704743,,,,2021,5,2020,7,
"New Mexico",881328,278780,278780,0,2021,5,2020,8,
"Dist. Of Col.",266248,110195,69134,41061,2021,5,2020,8,
Pennsylvania,3002453,864967,820411,44556,2021,5,2020,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Virginia *",1493912,448239,448239,0,2021,5,2020,8,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
Indiana,1538180,393272,393272,0,2021,5,2020,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Maine,310848,61221,48349,12872,2021,5,2020,7,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Arizona,2046619,516040,143420,372620,2021,5,2020,9,
Massachusetts,1757047,368389,0,368389,2021,5,2020,8,
"West Virginia",542796,175125,175125,0,2021,5,2020,7,
"New York",6582648,2136976,372528,1764448,2021,5,2020,9,
Utah,345776,64405,63770,635,2021,5,2020,7,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Wyoming,61719,,,,2021,5,2020,8,
"Dist. Of Col.",264260,108953,68150,40803,2021,5,2020,7,
Nevada,657174,242233,242233,0,2021,5,2020,7,
Utah,365138,69926,69222,704,2021,5,2020,9,"Utah expanded its Medicaid program by adopting VIII Group on January 1, 2020."
Colorado,1326138,443851,435303,8548,2021,5,2020,8,
Kansas,382068,,,,2021,5,2020,9,
"North Carolina",2263676,,,,2021,5,2020,7,
Ohio,2942971,558714,558430,284,2021,5,2020,8,
"Virgin Islands",31797,15211,,15211,2021,5,2020,9,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Florida,4255734,,,,2021,5,2020,8,
Indiana,1562001,413319,413319,0,2021,5,2020,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Hawaii,338124,127294,21662,105632,2021,5,2020,7,
Nevada,684208,256397,256397,0,2021,5,2020,9,
Oregon,1050416,530755,439595,91160,2021,5,2020,7,
Georgia,2148020,,,,2021,5,2020,9,
Illinois,2822189,768662,663480,105182,2021,5,2020,8,
"N. Mariana Islands",16654,,,,2021,5,2020,7,
"Rhode Island",310496,76686,76686,0,2021,5,2020,9,
"Puerto Rico",1190728,425618,,425618,2021,5,2020,8,
Nebraska,252610,0,0,0,2021,5,2020,8,
Texas,4588078,,,,2021,5,2020,8,
Oregon,1070839,546138,454292,91846,2021,5,2020,9,
Mississippi,721425,,,,2021,5,2020,9,
"South Carolina",1312824,,,,2021,5,2020,7,
Wyoming,63234,,,,2021,5,2020,9,
Alabama,1092935,,,,2021,5,2020,7,
Minnesota,1126008,211102,210376,726,2021,5,2020,7,
Massachusetts,1774053,371979,0,371979,2021,5,2020,9,
Delaware,231311,69185,10301,58884,2021,5,2020,9,
Kansas,378452,,,,2021,5,2020,8,
"California *",12787466,3879011,3851971,27040,2021,5,2020,7,"Awaiting state reporting/enrollment reasonableness review in progress."
Alaska,224521,61423,61423,0,2021,5,2020,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1135155,214339,213556,783,2021,5,2020,8,
"North Dakota",99152,22101,20956,1145,2021,5,2020,7,
"North Carolina",2315558,,,,2021,5,2020,9,
Wisconsin,1283322,,,,2021,5,2020,7,
"New Hampshire",195868,60763,60448,315,2021,5,2020,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Nebraska,258931,0,0,0,2021,5,2020,9,
"Virginia *",1512651,458564,458564,0,2021,5,2020,9,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
Kentucky,1515963,614692,614692,0,2021,5,2020,9,
"Virgin Islands",31797,15211,,15211,2021,5,2020,8,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Arkansas,891099,290434,289515,919,2021,5,2020,9,
Guam,33794,4587,,4587,2021,5,2020,7,
Maryland,1315348,338840,338840,0,2021,5,2020,7,
Maryland,1326330,342288,342288,0,2021,5,2020,8,
"North Dakota",103854,23086,21874,1212,2021,5,2020,8,
Iowa,639783,191260,165564,25696,2021,5,2020,7,
Texas,4649620,,,,2021,5,2020,9,
Illinois,2849937,780037,675072,104965,2021,5,2020,9,
Vermont,174580,61022,0,61022,2021,5,2020,7,
Georgia,2126182,,,,2021,5,2020,8,
"California *",12866248,3923953,3896394,27559,2021,5,2020,8,"Awaiting state reporting/enrollment reasonableness review in progress."
"New Jersey",1710679,592558,592558,0,2021,5,2020,8,
Wisconsin,1301400,,,,2021,5,2020,8,
Delaware,226905,67491,10040,57451,2021,5,2020,7,
Mississippi,712974,,,,2021,5,2020,8,
"Rhode Island",307986,75358,75358,0,2021,5,2020,8,
"Alabama ","1,123,576",N/A,N/A,N/A,2022,3,2020,10,
"Alaska ","229,167","62,501","62,500",1,2022,3,2020,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa ","37,756",N/A,N/A,N/A,2022,3,2020,10,
"Arizona ","2,062,190","524,292","151,591","372,701",2022,3,2020,10,
"Arkansas ","902,991","295,474","294,549",925,2022,3,2020,10,
"California ","13,069,995","4,033,289","4,005,146","28,143",2022,3,2020,10,
"Colorado ","1,371,253","465,150","456,351","8,799",2022,3,2020,10,
"Connecticut ","1,022,058","298,663","271,328","27,335",2022,3,2020,10,
"Delaware ","234,170","70,273","10,539","59,734",2022,3,2020,10,
"Dist. Of Col. ","257,048","113,105","71,380","41,725",2022,3,2020,10,
"Florida ","4,403,660",N/A,N/A,N/A,2022,3,2020,10,
"Georgia ","2,182,653",N/A,N/A,N/A,2022,3,2020,10,
"Guam ","32,988","4,247",N/A,"4,247",2022,3,2020,10,
"Hawaii ","384,085","137,357","24,044","113,313",2022,3,2020,10,
"Idaho ","390,671","85,953","85,953",0,2022,3,2020,10,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Illinois ","2,891,888","794,184","689,539","104,645",2022,3,2020,10,
"Indiana ","1,617,128","428,974","428,974",0,2022,3,2020,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
"Iowa ","662,889","200,288","171,544","28,744",2022,3,2020,10,
"Kansas ","388,078",N/A,N/A,N/A,2022,3,2020,10,
"Kentucky ","1,515,279","615,376","615,376",0,2022,3,2020,10,
"Louisiana ","1,785,285","575,895","575,895",0,2022,3,2020,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Maine ","322,030","67,114","52,769","14,345",2022,3,2020,10,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Maryland ","1,353,610","352,398","352,398",0,2022,3,2020,10,
"Massachusetts ","1,793,269","377,428",0,"377,428",2022,3,2020,10,
"Michigan ","2,663,000","821,769","767,694","54,075",2022,3,2020,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Minnesota ","1,164,561","222,771","222,771",0,2022,3,2020,10,
"Mississippi ","729,167",N/A,N/A,N/A,2022,3,2020,10,
"Missouri ","985,138",N/A,N/A,N/A,2022,3,2020,10,
"Montana ","257,427","96,770","96,770",0,2022,3,2020,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands ","15,887",N/A,N/A,N/A,2022,3,2020,10,
"Nebraska ","284,488","14,770","14,363",407,2022,3,2020,10,
"Nevada ","695,391","262,190","262,190",0,2022,3,2020,10,
"New Hampshire ","203,259","65,394","65,035",359,2022,3,2020,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey ","1,757,686","614,399","614,399",0,2022,3,2020,10,
"New Mexico ","893,839","280,902","280,902",0,2022,3,2020,10,
"New York ","6,644,097","2,165,950","379,422","1,786,528",2022,3,2020,10,
"North Carolina ","2,350,156",N/A,N/A,N/A,2022,3,2020,10,
"North Dakota ","109,417","24,236","22,948","1,288",2022,3,2020,10,
"Ohio ","3,100,396","668,839","668,571",268,2022,3,2020,10,
"Oklahoma ","786,701",N/A,N/A,N/A,2022,3,2020,10,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
"Oregon ","1,089,264","558,790","465,890","92,900",2022,3,2020,10,
"Pennsylvania ","3,097,693","923,654","877,097","46,557",2022,3,2020,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico ","1,208,638","433,412",N/A,"433,412",2022,3,2020,10,
"Rhode Island ","313,623","78,223","78,223",0,2022,3,2020,10,
"South Carolina ","1,351,779",N/A,N/A,N/A,2022,3,2020,10,
"South Dakota ","113,411",N/A,N/A,N/A,2022,3,2020,10,
"Tennessee ","1,641,933",N/A,N/A,N/A,2022,3,2020,10,
"Texas ","4,718,298",N/A,N/A,N/A,2022,3,2020,10,
"Utah ","372,983","72,462","71,694",768,2022,3,2020,10,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Vermont ","179,635","64,136",0,"64,136",2022,3,2020,10,
"Virgin Islands ","32,731","15,697",N/A,"15,697",2022,3,2020,10,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
"Virginia ","1,533,274","469,693","469,693",0,2022,3,2020,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Washington ","3,749,256","1,296,483","1,265,761","30,722",2022,3,2020,10,
"West Virginia ","561,663","184,967","184,967",0,2022,3,2020,10,
"Wisconsin ","1,327,141",N/A,N/A,N/A,2022,3,2020,10,
"Wyoming ","63,379",N/A,N/A,N/A,2022,3,2020,10,
Totals,"84,029,028","18,837,468","15,128,266","3,709,202",2022,3,2020,10,
"Alabama ","1,133,386",N/A,N/A,N/A,2022,3,2020,11,
"Alaska ","231,097","63,492","63,490",2,2022,3,2020,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa ","37,756",N/A,N/A,N/A,2022,3,2020,11,
"Arizona ","2,083,964","538,782","157,596","381,186",2022,3,2020,11,
"Arkansas ","910,456","300,560","299,640",920,2022,3,2020,11,
"California ","13,113,772","4,072,259","4,044,048","28,211",2022,3,2020,11,
"Colorado ","1,390,236","475,900","467,058","8,842",2022,3,2020,11,
"Connecticut ","1,030,264","302,283","275,028","27,255",2022,3,2020,11,
"Delaware ","236,357","71,197","10,760","60,437",2022,3,2020,11,
"Dist. Of Col. ","258,989","114,365","72,430","41,935",2022,3,2020,11,
"Florida ","4,448,124",N/A,N/A,N/A,2022,3,2020,11,
"Georgia ","2,204,485",N/A,N/A,N/A,2022,3,2020,11,
"Guam ","32,460","4,124",N/A,"4,124",2022,3,2020,11,
"Hawaii ","391,211","141,319","25,084","116,235",2022,3,2020,11,
"Idaho ","394,943","88,750","88,750",0,2022,3,2020,11,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Illinois ","2,938,156","805,483","701,121","104,362",2022,3,2020,11,
"Indiana ","1,633,454","440,904","440,904",0,2022,3,2020,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
"Iowa ","670,698","204,090","174,583","29,507",2022,3,2020,11,
"Kansas ","392,223",N/A,N/A,N/A,2022,3,2020,11,
"Kentucky ","1,520,259","622,134","622,134",0,2022,3,2020,11,
"Louisiana ","1,801,140","588,050","588,050",0,2022,3,2020,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Maine ","326,340","70,504","55,259","15,245",2022,3,2020,11,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Maryland ","1,364,250","357,898","357,898",0,2022,3,2020,11,
"Massachusetts ","1,794,449","382,120",0,"382,120",2022,3,2020,11,
"Michigan ","2,691,030","840,103","785,333","54,770",2022,3,2020,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Minnesota ","1,171,022","225,926","225,926",0,2022,3,2020,11,
"Mississippi ","735,048",N/A,N/A,N/A,2022,3,2020,11,
"Missouri ","995,858",N/A,N/A,N/A,2022,3,2020,11,
"Montana ","261,626","99,219","99,219",0,2022,3,2020,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands ","15,735",N/A,N/A,N/A,2022,3,2020,11,
"Nebraska ","292,373","21,401","20,860",541,2022,3,2020,11,
"Nevada ","704,182","268,317","268,317",0,2022,3,2020,11,
"New Hampshire ","206,397","67,816","67,444",372,2022,3,2020,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey ","1,780,482","627,321","627,321",0,2022,3,2020,11,
"New Mexico ","901,651","283,304","283,304",0,2022,3,2020,11,
"New York ","6,700,613","2,199,576","386,829","1,812,747",2022,3,2020,11,
"North Carolina ","2,379,808",N/A,N/A,N/A,2022,3,2020,11,
"North Dakota ","109,366","24,364","23,079","1,285",2022,3,2020,11,
"Ohio ","3,125,835","680,323","680,057",266,2022,3,2020,11,
"Oklahoma ","792,456",N/A,N/A,N/A,2022,3,2020,11,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
"Oregon ","1,104,523","571,564","477,960","93,604",2022,3,2020,11,
"Pennsylvania ","3,124,081","938,810","891,460","47,350",2022,3,2020,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico ","1,215,110","436,952",N/A,"436,952",2022,3,2020,11,
"Rhode Island ","316,070","79,676","79,676",0,2022,3,2020,11,
"South Carolina ","1,364,396",N/A,N/A,N/A,2022,3,2020,11,
"South Dakota ","114,317",N/A,N/A,N/A,2022,3,2020,11,
"Tennessee ","1,653,084",N/A,N/A,N/A,2022,3,2020,11,
"Texas ","4,780,198",N/A,N/A,N/A,2022,3,2020,11,
"Utah ","383,165","76,389","75,592",797,2022,3,2020,11,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Vermont ","181,381","65,291",0,"65,291",2022,3,2020,11,
"Virgin Islands ","32,895","15,831",N/A,"15,831",2022,3,2020,11,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
"Virginia ","1,551,653","479,830","479,830",0,2022,3,2020,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Washington ","1,893,534","662,497","647,089","15,408",2022,3,2020,11,
"West Virginia ","569,178","189,640","189,640",0,2022,3,2020,11,
"Wisconsin ","1,342,118",N/A,N/A,N/A,2022,3,2020,11,
"Wyoming ","62,979",N/A,N/A,N/A,2022,3,2020,11,
Totals,"82,890,633","18,498,364","14,752,769","3,745,595",2022,3,2020,11,
"Alabama ","1,141,138",N/A,N/A,N/A,2022,3,2020,12,
"Alaska ","233,463","64,628","64,627",1,2022,3,2020,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa ","37,756",N/A,N/A,N/A,2022,3,2020,12,
"Arizona ","2,097,375","548,686","164,301","384,385",2022,3,2020,12,
"Arkansas ","919,628","307,418","306,497",921,2022,3,2020,12,
"California ","13,159,326","4,102,727","4,074,553","28,174",2022,3,2020,12,
"Colorado ","1,410,227","488,173","479,375","8,798",2022,3,2020,12,
"Connecticut ","1,042,833","307,720","280,326","27,394",2022,3,2020,12,
"Delaware ","239,025","72,256","10,994","61,262",2022,3,2020,12,
"Dist. Of Col. ","261,149","115,821","73,655","42,166",2022,3,2020,12,
"Florida ","4,445,313",N/A,N/A,N/A,2022,3,2020,12,
"Georgia ","2,230,894",N/A,N/A,N/A,2022,3,2020,12,
"Guam ","31,939","4,022",N/A,"4,022",2022,3,2020,12,
"Hawaii ","397,288","146,069","26,152","119,917",2022,3,2020,12,
"Idaho ","394,092","89,933","89,933",0,2022,3,2020,12,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Illinois ","2,981,997","818,819","714,643","104,176",2022,3,2020,12,
"Indiana ","1,641,919","447,750","447,750",0,2022,3,2020,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
"Iowa ","677,628","208,134","177,817","30,317",2022,3,2020,12,
"Kansas ","396,501",N/A,N/A,N/A,2022,3,2020,12,
"Kentucky ","1,506,916","612,712","612,712",0,2022,3,2020,12,
"Louisiana ","1,816,232","598,589","598,589",0,2022,3,2020,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Maine ","330,923","73,864","57,803","16,061",2022,3,2020,12,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Maryland ","1,383,758","366,815","366,815",0,2022,3,2020,12,
"Massachusetts ","1,765,345","376,913",0,"376,913",2022,3,2020,12,
"Michigan ","2,723,591","860,916","805,113","55,803",2022,3,2020,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Minnesota ","1,176,859","229,649","229,649",0,2022,3,2020,12,
"Mississippi ","741,177",N/A,N/A,N/A,2022,3,2020,12,
"Missouri ","1,008,795",N/A,N/A,N/A,2022,3,2020,12,
"Montana ","266,339","101,995","101,995",0,2022,3,2020,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands ","15,736",N/A,N/A,N/A,2022,3,2020,12,
"Nebraska ","301,843","28,609","27,938",671,2022,3,2020,12,
"Nevada ","709,884","275,436","275,436",0,2022,3,2020,12,
"New Hampshire ","209,658","70,176","69,814",362,2022,3,2020,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey ","1,795,750","636,796","636,796",0,2022,3,2020,12,
"New Mexico ","907,868","285,557","285,557",0,2022,3,2020,12,
"New York ","6,777,532","2,246,439","395,785","1,850,654",2022,3,2020,12,
"North Carolina ","2,411,152",N/A,N/A,N/A,2022,3,2020,12,
"North Dakota ","108,654","24,119","22,864","1,255",2022,3,2020,12,
"Ohio ","3,151,767","692,169","691,901",268,2022,3,2020,12,
"Oklahoma ","792,404",N/A,N/A,N/A,2022,3,2020,12,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
"Oregon ","1,120,109","585,110","490,690","94,420",2022,3,2020,12,
"Pennsylvania ","3,161,673","962,166","913,888","48,278",2022,3,2020,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico ","1,356,407","544,048",N/A,"544,048",2022,3,2020,12,
"Rhode Island ","320,587","82,223","82,223",0,2022,3,2020,12,
"South Carolina ","1,378,661",N/A,N/A,N/A,2022,3,2020,12,
"South Dakota ","115,367",N/A,N/A,N/A,2022,3,2020,12,
"Tennessee ","1,664,583",N/A,N/A,N/A,2022,3,2020,12,
"Texas ","4,858,509",N/A,N/A,N/A,2022,3,2020,12,
"Utah ","392,536","80,269","79,454",815,2022,3,2020,12,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Vermont ","183,720","66,986",0,"66,986",2022,3,2020,12,
"Virgin Islands ","33,137","15,986",N/A,"15,986",2022,3,2020,12,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
"Virginia ","1,574,108","494,240","494,240",0,2022,3,2020,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Washington ","1,910,704","678,214","662,676","15,538",2022,3,2020,12,
"West Virginia ","575,310","193,341","193,341",0,2022,3,2020,12,
"Wisconsin ","1,353,048",N/A,N/A,N/A,2022,3,2020,12,
"Wyoming ","58,017",N/A,N/A,N/A,2022,3,2020,12,
Totals,"83,698,150","18,905,493","15,005,902","3,899,591",2022,3,2020,12,
